winner, loser, victorycount
3, 8, 14
0, 1, 3
1, 4, 6
6, 9, 5
0, 5, 5
7, 1, 5
3, 0, 7
4, 9, 3
1, 3, 5
4, 8, 3
3, 4, 4
8, 1, 1
0, 7, 8
8, 3, 8
2, 1, 2
5, 1, 3
6, 2, 2
2, 8, 5
0, 4, 2
5, 0, 5
3, 2, 1
2, 5, 1
4, 0, 4
1, 8, 7
9, 1, 4
9, 3, 9
3, 5, 3
6, 4, 8
1, 9, 4
7, 4, 5
7, 5, 6
4, 5, 4
1, 7, 5
4, 6, 5
6, 7, 4
5, 7, 6
3, 1, 5
1, 0, 2
9, 2, 4
4, 3, 7
4, 1, 4
7, 8, 8
2, 3, 3
0, 2, 5
0, 8, 7
1, 2, 3
9, 7, 5
3, 6, 5
7, 9, 11
8, 6, 7
7, 3, 1
9, 0, 5
5, 3, 5
8, 2, 8
1, 5, 5
0, 9, 8
8, 9, 3
8, 7, 7
6, 1, 3
6, 3, 10
2, 6, 9
9, 8, 3
9, 5, 0
5, 8, 8
5, 2, 5
4, 7, 3
2, 7, 6
1, 6, 4
3, 9, 1
5, 9, 7
4, 2, 5
9, 4, 5
6, 5, 7
8, 0, 3
2, 0, 7
0, 3, 5
7, 0, 1
8, 5, 3
9, 6, 1
6, 8, 4
2, 9, 3
2, 4, 5
3, 7, 4
7, 6, 8
7, 2, 3
5, 4, 4
0, 6, 12
8, 4, 3
6, 0, 10
5, 6, 8
