winner, loser, victorycount
7, 9, 2
5, 7, 3
0, 8, 2
4, 8, 6
5, 1, 4
5, 8, 7
7, 0, 3
2, 4, 6
8, 3, 4
8, 1, 12
3, 9, 1
2, 7, 7
2, 3, 3
9, 3, 6
8, 2, 3
9, 4, 7
1, 6, 8
0, 5, 11
3, 6, 5
3, 2, 3
5, 6, 6
2, 5, 8
1, 8, 4
1, 5, 4
9, 6, 7
6, 2, 6
3, 5, 5
1, 7, 6
4, 1, 6
3, 8, 2
6, 3, 7
9, 1, 7
8, 6, 10
6, 9, 9
6, 0, 2
7, 5, 7
9, 7, 4
1, 9, 4
1, 3, 6
2, 8, 3
5, 4, 10
8, 5, 5
7, 8, 4
6, 1, 8
4, 0, 4
1, 2, 2
3, 4, 10
4, 6, 8
4, 2, 2
3, 1, 4
4, 5, 9
9, 0, 2
9, 5, 7
3, 0, 2
0, 4, 10
8, 4, 9
0, 7, 4
5, 3, 2
0, 6, 2
9, 2, 4
4, 9, 4
0, 1, 4
8, 0, 3
0, 9, 0
2, 1, 6
7, 2, 5
7, 4, 3
1, 4, 6
8, 9, 4
0, 3, 2
8, 7, 7
5, 0, 4
7, 6, 9
5, 9, 1
6, 4, 5
3, 7, 6
1, 0, 0
9, 8, 3
4, 3, 6
6, 5, 4
2, 6, 6
4, 7, 1
5, 2, 7
2, 9, 5
2, 0, 2
0, 2, 3
7, 3, 3
6, 8, 1
6, 7, 2
7, 1, 14
