winner, loser, victorycount
7, 0, 0
3, 8, 0
9, 2, 10
7, 8, 0
4, 1, 0
6, 5, 8
5, 7, 2
4, 0, 7
6, 8, 18
4, 5, 6
5, 6, 0
4, 3, 5
9, 8, 12
1, 2, 6
0, 9, 0
6, 2, 16
8, 5, 4
9, 7, 15
2, 8, 0
1, 4, 3
1, 5, 10
6, 9, 13
2, 3, 0
0, 3, 0
9, 3, 11
1, 3, 12
2, 4, 0
6, 1, 27
1, 8, 4
1, 0, 8
8, 7, 3
2, 1, 0
0, 1, 0
7, 5, 0
1, 6, 0
1, 9, 0
0, 5, 1
9, 0, 25
0, 8, 0
9, 5, 23
2, 0, 3
0, 4, 0
0, 7, 5
9, 4, 16
7, 2, 0
7, 1, 0
2, 5, 8
7, 3, 0
4, 6, 0
8, 3, 3
2, 9, 0
5, 9, 0
8, 9, 0
3, 7, 7
5, 3, 0
6, 0, 6
2, 6, 0
6, 3, 18
6, 4, 10
3, 1, 0
3, 2, 9
4, 9, 0
8, 6, 0
5, 0, 4
0, 2, 0
7, 6, 0
1, 7, 4
3, 6, 0
7, 9, 0
4, 2, 4
6, 7, 10
4, 8, 0
3, 4, 4
3, 5, 6
5, 2, 0
3, 9, 0
8, 1, 5
4, 7, 6
8, 4, 5
7, 4, 0
9, 6, 14
9, 1, 28
0, 6, 0
5, 4, 0
8, 0, 5
2, 7, 4
5, 8, 0
3, 0, 5
8, 2, 12
5, 1, 0
