winner, loser, victorycount
0, 8, 5
5, 3, 9
4, 5, 0
2, 7, 0
3, 4, 4
1, 8, 0
9, 6, 0
2, 5, 0
5, 6, 0
3, 6, 0
7, 3, 14
1, 2, 2
8, 7, 0
6, 5, 17
5, 2, 7
8, 3, 0
3, 9, 0
5, 9, 0
8, 6, 0
2, 1, 1
8, 0, 0
2, 9, 0
7, 5, 14
7, 0, 16
4, 9, 0
3, 8, 6
4, 1, 3
9, 0, 6
1, 9, 0
5, 8, 4
4, 8, 7
9, 1, 10
9, 5, 22
7, 9, 25
6, 2, 12
4, 0, 5
1, 4, 0
6, 0, 19
0, 6, 0
6, 4, 11
5, 0, 8
9, 8, 12
1, 6, 0
1, 5, 0
5, 7, 0
0, 1, 3
1, 7, 0
6, 7, 7
9, 3, 12
6, 1, 11
5, 1, 8
9, 7, 0
2, 4, 0
0, 2, 4
8, 4, 0
2, 8, 0
3, 7, 0
0, 5, 0
0, 7, 0
1, 3, 0
2, 3, 0
8, 9, 0
6, 8, 8
2, 6, 0
9, 4, 6
0, 4, 5
4, 3, 0
0, 9, 0
3, 1, 5
6, 3, 16
2, 0, 0
8, 2, 4
7, 1, 16
7, 6, 12
3, 2, 4
5, 4, 11
3, 5, 0
1, 0, 0
0, 3, 0
7, 8, 17
7, 2, 14
4, 7, 0
9, 2, 8
6, 9, 13
4, 2, 6
4, 6, 0
8, 5, 0
8, 1, 4
7, 4, 15
3, 0, 2
