winner, loser, victorycount
4, 0, 6
9, 8, 1
9, 0, 2
9, 2, 3
5, 3, 6
4, 9, 12
0, 2, 15
8, 2, 9
7, 5, 0
7, 4, 0
8, 3, 5
1, 9, 12
1, 2, 9
6, 0, 7
5, 0, 2
1, 4, 4
4, 3, 9
9, 5, 2
3, 1, 2
2, 7, 5
9, 3, 1
4, 2, 13
4, 5, 5
6, 1, 4
2, 3, 5
4, 8, 4
3, 0, 3
8, 0, 5
2, 5, 0
0, 8, 13
9, 1, 0
6, 4, 6
1, 0, 10
8, 5, 10
6, 2, 7
4, 7, 6
3, 4, 1
6, 7, 9
8, 7, 10
3, 6, 1
0, 9, 7
0, 5, 4
6, 8, 9
1, 8, 5
1, 3, 8
6, 9, 6
2, 8, 1
2, 4, 0
3, 8, 1
8, 4, 8
7, 6, 1
7, 1, 1
0, 7, 12
7, 0, 0
7, 3, 2
5, 6, 5
7, 9, 4
7, 2, 5
2, 6, 0
5, 4, 4
4, 6, 3
9, 4, 0
9, 6, 0
0, 3, 5
8, 9, 11
2, 9, 3
1, 5, 6
5, 8, 3
8, 6, 2
1, 7, 12
3, 2, 9
6, 3, 13
5, 9, 3
2, 1, 2
6, 5, 6
0, 6, 3
5, 2, 8
2, 0, 0
7, 8, 2
5, 7, 9
1, 6, 7
0, 4, 2
4, 1, 5
0, 1, 2
8, 1, 4
9, 7, 2
3, 5, 4
3, 7, 3
5, 1, 4
3, 9, 11
