winner, loser, victorycount
0, 6, 1
3, 2, 0
1, 2, 6
8, 4, 0
9, 0, 11
7, 6, 1
0, 9, 0
0, 4, 0
3, 0, 5
5, 7, 5
1, 7, 7
6, 2, 2
2, 7, 18
3, 9, 1
0, 5, 2
5, 8, 5
5, 9, 4
7, 4, 0
3, 6, 1
8, 6, 0
3, 8, 7
4, 1, 4
9, 8, 6
2, 1, 10
2, 3, 13
9, 7, 10
3, 1, 0
6, 8, 9
5, 3, 3
4, 3, 11
7, 9, 0
4, 0, 12
2, 4, 10
8, 5, 2
6, 3, 12
0, 3, 1
3, 7, 3
1, 4, 3
4, 2, 0
0, 7, 6
1, 5, 7
7, 3, 2
6, 4, 6
7, 5, 3
9, 3, 9
9, 4, 4
6, 0, 14
8, 3, 1
2, 0, 11
5, 4, 4
4, 6, 6
6, 9, 7
0, 8, 7
9, 5, 9
4, 5, 13
0, 1, 0
5, 2, 0
5, 0, 6
7, 1, 1
2, 5, 14
9, 2, 4
2, 8, 10
1, 6, 4
4, 7, 13
9, 1, 6
1, 8, 10
9, 6, 5
5, 6, 3
2, 9, 6
8, 0, 2
3, 4, 1
1, 0, 5
3, 5, 2
7, 8, 0
8, 9, 0
1, 3, 7
8, 7, 2
7, 2, 0
6, 5, 11
0, 2, 0
4, 8, 15
5, 1, 2
1, 9, 6
6, 7, 5
8, 1, 0
2, 6, 6
4, 9, 5
7, 0, 1
6, 1, 4
8, 2, 0
