winner, loser, victorycount
9, 1, 16
0, 2, 1
9, 0, 11
7, 9, 1
1, 5, 2
9, 8, 11
6, 3, 13
7, 8, 1
8, 1, 3
1, 4, 2
2, 4, 14
2, 9, 2
7, 2, 2
3, 1, 0
4, 6, 1
4, 5, 2
0, 9, 1
3, 6, 4
3, 5, 0
3, 0, 0
4, 9, 2
2, 0, 6
3, 8, 6
8, 6, 0
5, 9, 2
5, 7, 12
5, 4, 10
0, 4, 2
7, 4, 2
4, 1, 6
6, 0, 15
8, 7, 6
7, 1, 2
9, 5, 5
4, 3, 4
2, 5, 6
7, 3, 4
2, 3, 10
0, 1, 5
2, 1, 5
3, 2, 0
7, 5, 1
5, 1, 6
8, 4, 1
2, 6, 2
6, 9, 7
3, 4, 0
4, 8, 7
5, 0, 8
0, 3, 3
5, 3, 11
6, 5, 5
7, 6, 0
6, 7, 5
1, 8, 1
5, 2, 7
3, 9, 0
7, 0, 0
6, 2, 7
1, 3, 2
1, 7, 7
5, 6, 4
9, 3, 12
5, 8, 8
6, 1, 13
1, 9, 0
1, 2, 0
9, 2, 6
4, 7, 6
8, 2, 1
8, 0, 1
4, 0, 5
6, 4, 6
8, 3, 8
0, 7, 8
4, 2, 5
8, 5, 5
8, 9, 0
2, 8, 12
0, 6, 3
9, 4, 14
0, 8, 5
6, 8, 16
9, 6, 6
3, 7, 1
9, 7, 8
0, 5, 6
2, 7, 11
1, 6, 0
1, 0, 3
