approaching, opponent, attackcount
1, 3, 5
6, 2, 7
7, 8, 4
4, 3, 6
1, 4, 6
9, 7, 3
0, 5, 6
7, 2, 4
7, 3, 2
8, 9, 4
7, 9, 4
3, 4, 14
1, 5, 8
9, 6, 6
3, 6, 7
2, 5, 6
2, 6, 7
1, 9, 7
8, 6, 0
1, 8, 1
5, 7, 5
2, 1, 3
7, 4, 5
0, 9, 3
6, 0, 7
5, 8, 10
2, 3, 5
2, 4, 1
9, 5, 4
8, 5, 8
4, 1, 6
6, 4, 7
7, 5, 2
4, 2, 4
6, 3, 4
7, 6, 3
6, 5, 3
0, 4, 7
8, 4, 5
9, 8, 6
4, 9, 4
4, 8, 4
6, 8, 7
5, 1, 2
9, 3, 4
0, 1, 4
7, 0, 2
1, 7, 4
6, 1, 5
4, 6, 6
0, 2, 9
5, 3, 6
0, 8, 4
1, 6, 8
8, 7, 5
2, 8, 6
9, 1, 5
4, 0, 4
1, 0, 5
8, 2, 4
3, 2, 6
5, 9, 10
4, 5, 4
6, 7, 4
3, 9, 2
5, 6, 5
3, 5, 3
3, 8, 7
9, 0, 5
8, 1, 2
1, 2, 3
4, 7, 1
6, 9, 4
5, 4, 3
3, 7, 2
0, 6, 7
2, 9, 9
9, 4, 1
7, 1, 1
8, 3, 4
5, 0, 6
2, 0, 10
0, 3, 5
2, 7, 9
5, 2, 11
0, 7, 8
3, 0, 3
8, 0, 3
9, 2, 3
3, 1, 6
