approaching, opponent, attackcount
7, 0, 4
0, 9, 4
5, 0, 4
2, 9, 4
2, 5, 3
7, 8, 6
5, 9, 7
4, 7, 2
1, 6, 5
1, 2, 2
5, 8, 8
4, 8, 2
9, 1, 2
2, 7, 5
9, 6, 5
3, 0, 4
8, 2, 6
5, 3, 6
4, 1, 6
9, 5, 3
8, 7, 6
3, 2, 7
5, 2, 2
1, 3, 7
3, 1, 10
4, 2, 5
6, 2, 10
2, 0, 2
2, 4, 10
2, 3, 4
0, 5, 2
5, 7, 9
7, 6, 7
3, 8, 7
1, 9, 7
1, 0, 4
8, 3, 9
1, 5, 0
7, 1, 2
4, 3, 6
6, 1, 9
4, 6, 3
0, 8, 6
6, 4, 4
8, 1, 4
9, 0, 3
3, 7, 3
4, 9, 7
2, 1, 4
9, 7, 9
6, 7, 10
1, 7, 3
0, 3, 7
7, 3, 5
4, 5, 4
8, 5, 6
7, 4, 4
0, 1, 7
9, 3, 1
4, 0, 6
7, 9, 1
1, 8, 4
5, 1, 9
5, 4, 5
8, 6, 3
3, 5, 5
8, 0, 8
5, 6, 4
1, 4, 2
8, 9, 0
7, 2, 4
7, 5, 5
6, 9, 3
6, 3, 4
3, 6, 13
6, 8, 6
0, 6, 3
9, 2, 6
6, 5, 4
8, 4, 7
9, 4, 3
9, 8, 4
0, 2, 5
3, 4, 4
0, 4, 4
2, 6, 5
2, 8, 6
3, 9, 6
0, 7, 4
6, 0, 4
