approaching, opponent, attackcount
4, 6, 13
1, 5, 9
8, 5, 7
3, 8, 3
6, 1, 3
1, 3, 9
7, 5, 5
7, 4, 3
1, 0, 7
8, 9, 14
2, 3, 15
6, 7, 1
3, 2, 3
5, 2, 4
0, 5, 0
7, 6, 3
6, 3, 9
4, 1, 6
0, 4, 5
7, 3, 14
6, 5, 3
3, 7, 2
9, 4, 2
9, 7, 1
1, 6, 7
7, 0, 4
0, 3, 5
0, 8, 2
7, 9, 7
2, 4, 6
3, 6, 3
3, 0, 1
9, 1, 1
6, 4, 3
1, 8, 5
2, 8, 1
6, 8, 1
7, 8, 2
8, 6, 10
2, 5, 2
4, 2, 4
5, 3, 5
2, 1, 5
2, 9, 12
2, 7, 2
5, 9, 9
4, 5, 4
0, 9, 8
9, 0, 7
9, 3, 4
7, 2, 6
4, 0, 2
6, 9, 6
7, 1, 7
6, 0, 5
4, 3, 13
4, 9, 13
9, 6, 4
8, 4, 8
5, 7, 2
0, 7, 0
1, 2, 6
5, 0, 7
8, 0, 12
6, 2, 1
9, 8, 1
5, 1, 4
0, 1, 5
1, 4, 4
8, 1, 4
3, 1, 4
8, 7, 3
9, 2, 2
8, 2, 4
5, 6, 4
5, 8, 0
8, 3, 13
5, 4, 4
4, 7, 2
1, 7, 3
3, 5, 3
0, 2, 3
1, 9, 8
4, 8, 2
2, 6, 3
3, 4, 3
0, 6, 4
3, 9, 4
2, 0, 8
9, 5, 2
