approaching, opponent, attackcount
8, 6, 5
3, 8, 15
2, 1, 4
4, 8, 4
9, 1, 4
1, 5, 7
0, 6, 5
4, 0, 7
6, 1, 2
3, 4, 12
9, 6, 8
1, 6, 13
2, 7, 6
2, 0, 2
9, 7, 3
2, 5, 8
1, 7, 3
3, 2, 4
7, 8, 8
9, 8, 7
7, 9, 4
4, 6, 6
3, 9, 5
5, 1, 4
6, 2, 3
4, 7, 4
4, 3, 5
6, 3, 2
6, 4, 3
0, 3, 2
5, 4, 1
9, 0, 4
0, 8, 4
5, 7, 2
0, 5, 4
1, 4, 11
3, 6, 17
2, 8, 6
8, 7, 3
8, 3, 4
1, 3, 2
7, 3, 4
0, 2, 5
7, 0, 4
1, 2, 8
8, 0, 5
0, 7, 8
4, 1, 1
7, 6, 9
8, 5, 3
8, 9, 2
4, 9, 2
7, 1, 3
2, 4, 4
6, 9, 1
3, 1, 8
9, 4, 9
4, 2, 3
1, 0, 8
2, 9, 4
0, 1, 2
6, 7, 6
7, 4, 4
6, 5, 3
3, 5, 14
5, 2, 1
1, 9, 3
8, 4, 5
5, 8, 4
0, 4, 6
5, 0, 3
9, 3, 3
1, 8, 13
6, 8, 0
4, 5, 7
8, 2, 4
0, 9, 0
9, 2, 5
9, 5, 4
2, 6, 1
5, 3, 5
7, 5, 10
2, 3, 1
7, 2, 4
5, 6, 5
5, 9, 4
6, 0, 4
3, 7, 6
3, 0, 6
8, 1, 3
