approaching, opponent, attackcount
4, 7, 10
3, 1, 3
4, 6, 7
7, 2, 4
9, 2, 4
8, 4, 5
9, 4, 8
0, 1, 6
5, 9, 8
0, 7, 1
9, 0, 13
1, 8, 6
3, 5, 4
8, 3, 1
3, 8, 3
8, 1, 2
7, 3, 4
2, 0, 10
3, 4, 3
4, 1, 14
1, 9, 6
6, 2, 7
5, 4, 6
4, 9, 7
8, 6, 4
9, 5, 6
4, 2, 12
7, 0, 1
3, 6, 4
9, 1, 3
3, 0, 4
6, 7, 10
7, 1, 4
5, 8, 4
4, 0, 8
5, 7, 6
8, 2, 2
3, 9, 4
7, 4, 0
5, 3, 8
2, 1, 4
1, 3, 3
1, 6, 5
4, 5, 5
5, 0, 4
8, 0, 4
6, 0, 4
9, 7, 10
2, 9, 4
9, 8, 9
7, 5, 3
9, 3, 7
7, 6, 0
0, 9, 2
1, 0, 4
2, 3, 0
2, 6, 2
8, 9, 5
6, 4, 3
1, 7, 3
3, 2, 4
1, 4, 3
5, 1, 6
1, 5, 3
3, 7, 7
6, 8, 6
6, 3, 5
4, 3, 15
1, 2, 6
0, 6, 1
6, 5, 6
0, 5, 6
4, 8, 9
2, 5, 0
2, 7, 2
7, 9, 3
0, 2, 1
6, 9, 4
2, 4, 4
9, 6, 5
7, 8, 2
0, 8, 4
0, 3, 5
8, 5, 2
6, 1, 4
8, 7, 2
5, 6, 5
2, 8, 6
0, 4, 12
5, 2, 9
