approaching, opponent, attackcount
3, 5, 6
7, 0, 6
5, 6, 1
6, 9, 4
9, 4, 7
6, 1, 7
4, 7, 0
1, 2, 8
7, 8, 10
8, 9, 4
6, 0, 9
6, 4, 6
4, 6, 2
1, 4, 4
6, 3, 5
0, 1, 1
0, 7, 6
7, 1, 4
5, 1, 1
8, 1, 6
8, 5, 7
7, 6, 10
4, 3, 3
6, 8, 4
3, 2, 7
8, 4, 5
1, 3, 7
1, 6, 3
1, 7, 6
0, 6, 2
9, 6, 8
2, 0, 2
3, 6, 4
4, 8, 2
5, 0, 2
8, 6, 12
9, 3, 4
4, 5, 0
7, 4, 14
2, 8, 1
2, 9, 2
5, 7, 2
2, 6, 5
7, 5, 3
0, 9, 4
5, 9, 4
7, 3, 9
5, 2, 2
0, 4, 0
8, 2, 6
2, 3, 0
1, 5, 2
5, 4, 2
0, 8, 4
6, 7, 9
3, 0, 8
2, 5, 1
9, 5, 3
2, 1, 0
6, 5, 4
3, 1, 11
3, 8, 10
1, 9, 12
3, 7, 10
9, 1, 9
9, 0, 1
4, 2, 4
0, 3, 2
0, 5, 4
5, 8, 0
4, 0, 5
8, 7, 9
5, 3, 2
6, 2, 8
2, 7, 3
7, 2, 12
7, 9, 7
0, 2, 3
4, 9, 3
9, 7, 1
1, 0, 4
9, 2, 10
3, 9, 8
9, 8, 8
8, 0, 7
2, 4, 3
1, 8, 12
8, 3, 4
4, 1, 2
3, 4, 6
