approaching, opponent, attackcount
8, 5, 3
3, 7, 5
1, 3, 6
8, 7, 3
8, 4, 3
2, 8, 5
8, 9, 1
6, 8, 3
3, 4, 4
9, 6, 10
6, 0, 5
7, 9, 4
0, 9, 1
7, 0, 7
5, 0, 3
2, 0, 9
3, 1, 4
3, 8, 13
0, 3, 3
6, 2, 11
5, 4, 8
5, 9, 4
0, 8, 1
6, 3, 7
1, 6, 7
2, 1, 5
5, 3, 4
7, 2, 6
4, 0, 4
1, 5, 1
0, 7, 2
6, 4, 5
4, 1, 5
8, 1, 4
5, 8, 1
5, 1, 5
2, 6, 7
1, 8, 10
8, 3, 6
9, 4, 6
7, 4, 0
9, 5, 2
4, 6, 1
9, 7, 3
4, 5, 3
5, 6, 9
4, 2, 5
8, 6, 3
2, 7, 5
3, 2, 5
8, 0, 4
9, 2, 5
2, 4, 9
7, 8, 6
1, 9, 3
7, 6, 8
2, 5, 4
3, 5, 3
6, 5, 11
7, 3, 7
0, 2, 6
2, 9, 10
4, 7, 7
3, 0, 8
1, 7, 7
5, 7, 1
1, 0, 3
1, 2, 4
7, 5, 3
6, 7, 6
1, 4, 3
4, 9, 4
7, 1, 4
2, 3, 11
3, 6, 9
6, 1, 6
9, 0, 4
4, 3, 2
6, 9, 3
8, 2, 9
9, 3, 3
0, 5, 3
9, 1, 3
0, 4, 7
0, 6, 4
4, 8, 2
9, 8, 2
3, 9, 9
5, 2, 7
0, 1, 3
