approaching, opponent, attackcount
8, 2, 3
3, 1, 1
9, 3, 2
5, 9, 4
9, 7, 3
0, 8, 8
7, 5, 1
6, 5, 5
9, 1, 5
7, 1, 2
3, 2, 3
5, 0, 10
2, 6, 3
6, 7, 4
7, 6, 4
1, 3, 3
8, 7, 6
4, 8, 11
4, 2, 3
3, 6, 2
1, 0, 6
2, 8, 1
2, 0, 3
3, 8, 5
2, 1, 5
3, 7, 0
1, 4, 8
0, 6, 4
7, 2, 3
0, 9, 6
6, 9, 4
2, 5, 2
7, 0, 4
5, 6, 8
0, 1, 10
3, 4, 4
9, 4, 7
0, 7, 5
5, 2, 4
3, 9, 6
8, 9, 6
8, 6, 3
4, 3, 6
5, 4, 4
0, 5, 13
0, 2, 7
1, 8, 4
8, 0, 6
5, 8, 11
7, 9, 1
6, 8, 4
4, 0, 8
9, 5, 1
9, 6, 3
7, 4, 3
2, 3, 1
0, 3, 11
3, 0, 3
2, 4, 2
1, 6, 3
5, 1, 12
5, 7, 7
4, 6, 9
1, 5, 8
3, 5, 3
6, 4, 12
8, 3, 5
9, 2, 3
2, 9, 1
1, 9, 3
8, 5, 6
1, 7, 2
4, 5, 10
9, 0, 3
4, 1, 11
6, 1, 3
5, 3, 9
4, 9, 9
2, 7, 1
0, 4, 6
8, 4, 5
7, 3, 2
7, 8, 3
8, 1, 9
6, 0, 6
4, 7, 13
6, 3, 4
9, 8, 3
1, 2, 5
6, 2, 0
