approaching, opponent, attackcount
6, 8, 3
9, 0, 15
9, 1, 5
0, 5, 2
7, 8, 1
8, 1, 4
1, 5, 3
4, 8, 1
1, 4, 7
5, 0, 7
4, 7, 11
5, 8, 5
7, 0, 9
2, 1, 5
2, 0, 7
9, 2, 11
3, 4, 7
0, 8, 6
6, 5, 5
6, 9, 1
1, 2, 10
8, 3, 6
9, 3, 2
5, 7, 4
3, 9, 3
2, 6, 3
0, 6, 1
4, 1, 7
0, 4, 5
5, 9, 2
4, 5, 8
4, 6, 4
2, 3, 2
4, 2, 6
0, 9, 1
9, 7, 11
8, 0, 10
3, 1, 2
2, 5, 6
1, 3, 2
2, 9, 1
0, 2, 9
5, 4, 3
3, 2, 3
5, 1, 4
4, 9, 0
1, 7, 11
3, 6, 4
3, 7, 12
1, 8, 4
2, 4, 2
6, 4, 2
4, 3, 3
1, 9, 2
7, 1, 3
8, 2, 11
6, 2, 11
6, 7, 5
0, 7, 9
9, 8, 5
3, 8, 4
7, 5, 0
8, 6, 1
0, 3, 4
4, 0, 5
8, 5, 5
5, 3, 1
9, 5, 1
1, 0, 13
5, 6, 0
7, 3, 2
6, 1, 2
7, 6, 5
0, 1, 2
7, 9, 4
1, 6, 2
7, 2, 6
9, 6, 2
6, 3, 7
6, 0, 13
5, 2, 15
3, 0, 11
3, 5, 1
8, 7, 8
8, 9, 2
2, 7, 6
8, 4, 3
9, 4, 3
7, 4, 4
2, 8, 4
