approaching, opponent, attackcount
1, 2, 9
0, 9, 3
3, 9, 5
5, 2, 13
6, 9, 2
9, 5, 4
1, 9, 2
6, 2, 13
8, 6, 3
8, 9, 4
6, 5, 1
8, 1, 7
9, 0, 1
4, 0, 2
3, 5, 1
1, 6, 2
7, 2, 8
4, 5, 2
4, 6, 4
1, 7, 6
7, 6, 6
1, 8, 0
0, 4, 11
0, 5, 2
8, 3, 6
2, 6, 4
2, 7, 10
4, 8, 3
5, 3, 4
1, 4, 16
5, 9, 4
6, 7, 9
4, 9, 3
8, 5, 5
9, 7, 7
4, 2, 15
6, 4, 10
9, 2, 4
3, 8, 6
5, 7, 2
9, 8, 5
3, 2, 6
7, 5, 2
1, 5, 1
5, 0, 5
9, 4, 9
2, 1, 0
9, 1, 3
5, 6, 8
6, 3, 3
5, 8, 9
4, 7, 5
2, 3, 4
0, 3, 6
0, 7, 5
0, 2, 7
0, 8, 5
5, 1, 5
4, 1, 3
8, 0, 7
8, 2, 10
2, 9, 2
7, 4, 3
6, 0, 6
3, 7, 1
9, 6, 6
2, 8, 5
6, 1, 6
3, 6, 3
7, 9, 3
9, 3, 5
7, 0, 4
3, 0, 1
3, 4, 9
6, 8, 3
0, 6, 3
5, 4, 9
0, 1, 3
1, 3, 6
7, 1, 2
8, 7, 6
2, 4, 10
2, 5, 3
3, 1, 1
2, 0, 4
8, 4, 12
1, 0, 3
7, 3, 1
4, 3, 2
7, 8, 1
