approaching, opponent, attackcount
4, 3, 3
2, 3, 4
2, 8, 17
7, 9, 4
4, 6, 5
2, 4, 3
1, 9, 2
4, 1, 2
5, 2, 0
5, 0, 10
0, 8, 14
2, 0, 8
5, 9, 2
8, 6, 3
8, 7, 15
5, 7, 12
0, 3, 4
9, 4, 2
9, 2, 5
1, 3, 3
3, 0, 6
6, 1, 0
5, 8, 16
2, 7, 9
6, 9, 3
6, 0, 9
6, 7, 20
9, 0, 8
0, 2, 4
3, 9, 2
0, 1, 7
0, 6, 3
9, 1, 2
8, 3, 3
3, 5, 1
8, 5, 1
4, 2, 5
1, 4, 1
3, 6, 1
5, 3, 4
6, 8, 17
9, 6, 2
1, 5, 1
6, 4, 0
7, 2, 3
5, 6, 2
3, 4, 3
0, 5, 2
8, 0, 4
9, 8, 9
8, 2, 3
6, 5, 4
4, 8, 12
6, 2, 2
7, 3, 2
0, 7, 14
9, 5, 2
3, 8, 10
1, 6, 4
1, 8, 13
0, 4, 3
4, 9, 2
9, 7, 10
8, 9, 1
7, 0, 5
7, 8, 7
2, 5, 1
2, 6, 2
1, 7, 10
3, 7, 13
7, 6, 1
5, 4, 0
4, 7, 14
2, 1, 0
1, 0, 4
4, 5, 1
2, 9, 1
0, 9, 4
5, 1, 5
3, 2, 5
7, 5, 1
8, 4, 7
3, 1, 2
6, 3, 5
9, 3, 4
7, 1, 1
4, 0, 2
7, 4, 1
1, 2, 6
8, 1, 0
