approaching, opponent, attackcount
4, 6, 2
9, 7, 2
5, 7, 4
9, 2, 3
8, 9, 4
7, 3, 7
7, 0, 6
7, 2, 1
0, 5, 4
3, 8, 1
4, 3, 8
8, 1, 3
7, 1, 2
9, 4, 2
3, 6, 1
1, 0, 13
1, 9, 13
2, 5, 4
7, 6, 5
9, 3, 3
9, 8, 4
1, 2, 9
6, 8, 14
8, 3, 2
3, 0, 4
8, 6, 3
4, 9, 1
8, 4, 2
0, 2, 2
3, 4, 2
7, 5, 1
8, 2, 4
5, 3, 1
8, 0, 2
0, 6, 3
2, 1, 3
5, 1, 1
4, 5, 4
0, 1, 2
1, 7, 14
5, 9, 3
6, 7, 9
2, 6, 6
2, 7, 3
7, 8, 1
5, 2, 5
1, 5, 15
5, 8, 1
6, 3, 12
4, 1, 5
1, 8, 13
3, 9, 2
4, 2, 4
7, 9, 4
9, 5, 3
4, 8, 7
2, 8, 5
4, 7, 3
6, 5, 7
0, 7, 2
6, 0, 9
8, 7, 4
1, 3, 16
9, 1, 1
5, 0, 1
9, 6, 2
1, 6, 17
9, 0, 3
7, 4, 1
5, 6, 1
0, 9, 6
3, 1, 2
2, 9, 7
1, 4, 18
3, 5, 1
0, 3, 3
2, 0, 9
3, 2, 3
3, 7, 0
2, 4, 11
0, 4, 4
2, 3, 5
8, 5, 3
6, 9, 9
0, 8, 3
4, 0, 2
6, 2, 9
6, 4, 11
5, 4, 3
6, 1, 10
