approaching, opponent, attackcount
5, 2, 3
0, 2, 9
6, 9, 0
8, 2, 0
8, 6, 0
1, 5, 4
6, 8, 0
5, 9, 5
2, 6, 8
8, 7, 1
4, 0, 3
0, 6, 20
2, 8, 17
1, 6, 4
6, 5, 3
8, 5, 1
5, 6, 5
1, 0, 2
7, 3, 0
6, 7, 3
9, 3, 2
7, 8, 6
7, 1, 2
3, 2, 6
7, 4, 0
1, 4, 2
7, 0, 2
0, 4, 12
9, 0, 2
1, 8, 4
3, 8, 3
1, 7, 3
9, 4, 4
4, 5, 1
9, 8, 2
9, 1, 3
3, 9, 3
5, 7, 5
4, 9, 2
4, 7, 2
0, 5, 13
0, 8, 17
6, 0, 6
9, 2, 2
3, 0, 1
3, 5, 5
5, 3, 9
4, 2, 5
8, 4, 0
5, 0, 8
9, 7, 5
0, 3, 14
1, 3, 1
3, 7, 3
7, 5, 2
3, 1, 0
0, 9, 18
8, 1, 3
2, 1, 8
5, 1, 6
6, 2, 1
5, 8, 4
2, 5, 18
8, 9, 1
2, 4, 17
7, 6, 0
7, 9, 2
2, 0, 15
6, 3, 2
3, 6, 2
7, 2, 3
0, 1, 14
2, 9, 15
5, 4, 10
6, 4, 2
6, 1, 1
1, 9, 0
9, 6, 6
8, 0, 3
4, 8, 1
9, 5, 4
3, 4, 4
2, 3, 12
2, 7, 12
1, 2, 2
4, 3, 3
4, 1, 2
8, 3, 3
0, 7, 8
4, 6, 3
