self, opp, fightsavoided
6, 2, 4
7, 2, 6
3, 8, 0
7, 1, 7
1, 9, 13
2, 7, 0
2, 9, 15
1, 4, 6
5, 9, 15
5, 4, 4
8, 7, 4
3, 7, 2
9, 5, 1
9, 7, 0
8, 6, 1
0, 4, 10
0, 9, 7
9, 0, 5
2, 6, 0
8, 3, 2
6, 5, 1
9, 6, 0
9, 4, 6
7, 4, 6
5, 2, 6
3, 1, 12
2, 1, 11
3, 4, 8
4, 8, 1
4, 0, 9
1, 2, 5
3, 2, 9
9, 1, 12
1, 7, 0
0, 6, 0
3, 6, 2
6, 8, 0
1, 6, 1
7, 3, 4
7, 0, 10
1, 8, 0
5, 3, 6
9, 2, 6
5, 0, 8
5, 1, 17
3, 0, 13
7, 5, 4
3, 9, 10
4, 6, 0
8, 5, 4
4, 1, 4
6, 7, 1
6, 9, 11
7, 6, 3
6, 0, 18
2, 4, 5
1, 5, 1
7, 8, 5
4, 2, 11
5, 7, 1
8, 4, 6
0, 2, 4
3, 5, 6
0, 3, 0
6, 1, 7
4, 5, 0
7, 9, 10
8, 9, 13
1, 0, 8
6, 3, 2
0, 5, 2
6, 4, 4
4, 3, 1
2, 5, 0
0, 7, 0
4, 9, 9
2, 8, 3
8, 1, 7
8, 2, 12
2, 3, 0
4, 7, 0
8, 0, 6
9, 3, 0
0, 8, 0
5, 6, 0
1, 3, 0
9, 8, 1
0, 1, 14
2, 0, 2
5, 8, 0
