self, opp, fightsavoided
7, 5, 8
7, 4, 11
2, 8, 10
6, 5, 15
4, 2, 8
0, 5, 6
8, 9, 0
2, 4, 5
1, 9, 5
3, 5, 7
3, 0, 6
2, 3, 1
4, 8, 7
6, 8, 13
2, 5, 7
7, 2, 13
5, 8, 4
6, 4, 5
2, 9, 0
8, 2, 11
1, 3, 4
8, 5, 6
9, 4, 5
6, 7, 1
4, 0, 0
0, 7, 0
9, 8, 10
6, 1, 0
1, 5, 13
5, 2, 13
3, 2, 9
9, 1, 4
8, 4, 5
4, 9, 0
8, 3, 0
1, 6, 4
0, 4, 5
5, 4, 2
7, 3, 6
9, 6, 5
3, 7, 5
8, 6, 9
8, 1, 0
2, 1, 0
2, 6, 2
2, 0, 1
1, 2, 15
7, 6, 9
1, 0, 6
4, 6, 7
3, 1, 2
6, 0, 0
0, 2, 12
9, 7, 3
1, 8, 6
7, 1, 5
9, 5, 16
2, 7, 0
5, 7, 1
0, 9, 6
3, 4, 9
1, 4, 5
3, 8, 4
5, 9, 0
0, 6, 1
3, 9, 0
1, 7, 5
7, 0, 2
3, 6, 10
5, 0, 0
8, 7, 0
6, 2, 14
4, 7, 0
9, 0, 4
9, 3, 9
4, 1, 0
6, 3, 1
0, 8, 4
5, 3, 1
0, 1, 3
4, 5, 4
5, 1, 0
5, 6, 5
9, 2, 16
7, 9, 3
8, 0, 0
4, 3, 1
7, 8, 6
0, 3, 4
6, 9, 0
