self, opp, fightsavoided
6, 1, 2
1, 5, 0
0, 1, 0
2, 4, 0
1, 7, 0
3, 8, 5
1, 6, 0
3, 5, 5
7, 5, 7
9, 0, 5
3, 2, 16
5, 7, 0
5, 4, 0
5, 3, 0
8, 1, 13
0, 9, 0
2, 0, 0
8, 7, 8
9, 3, 7
0, 8, 0
2, 7, 0
9, 7, 14
7, 3, 11
8, 0, 11
4, 3, 5
6, 8, 2
4, 5, 10
3, 4, 10
9, 4, 13
9, 5, 9
6, 7, 8
6, 0, 4
5, 0, 0
1, 9, 0
4, 8, 8
0, 4, 0
1, 3, 0
2, 9, 0
4, 1, 9
9, 2, 4
7, 0, 5
1, 2, 0
4, 6, 5
2, 6, 0
6, 2, 7
1, 0, 0
7, 1, 10
8, 6, 10
5, 2, 0
4, 2, 14
0, 5, 0
6, 9, 6
6, 5, 6
5, 1, 0
5, 8, 0
9, 6, 7
8, 3, 6
1, 4, 0
9, 1, 8
7, 6, 11
9, 8, 11
3, 7, 1
4, 0, 12
3, 0, 13
6, 3, 5
3, 9, 7
7, 2, 8
0, 2, 0
7, 8, 15
8, 5, 6
2, 1, 0
6, 4, 6
7, 9, 12
2, 5, 0
0, 7, 0
4, 7, 10
8, 2, 7
0, 6, 0
8, 4, 18
5, 6, 0
5, 9, 0
1, 8, 0
0, 3, 0
4, 9, 8
2, 3, 0
3, 6, 7
8, 9, 7
7, 4, 7
3, 1, 9
2, 8, 0
