winner, loser, victorycount
1, 2, 0
5, 3, 11
7, 8, 0
4, 6, 7
5, 0, 0
4, 2, 4
7, 4, 0
3, 5, 0
9, 2, 0
0, 8, 10
2, 1, 6
3, 8, 0
0, 1, 8
5, 9, 12
2, 7, 7
3, 6, 0
5, 7, 11
0, 5, 11
1, 8, 16
0, 9, 21
8, 6, 0
2, 8, 11
9, 1, 0
6, 1, 2
7, 9, 9
3, 9, 2
1, 4, 0
2, 3, 10
3, 1, 0
5, 6, 6
8, 0, 0
9, 3, 2
9, 8, 0
6, 5, 1
4, 0, 5
2, 9, 11
3, 4, 0
8, 3, 5
1, 9, 11
0, 6, 10
0, 4, 3
8, 2, 0
2, 6, 13
2, 5, 8
5, 4, 0
7, 0, 0
2, 0, 0
0, 3, 18
1, 6, 6
6, 0, 0
8, 5, 0
9, 4, 0
8, 9, 4
4, 7, 8
7, 3, 13
8, 1, 0
4, 9, 16
8, 4, 0
8, 7, 5
9, 5, 0
1, 0, 0
3, 0, 0
4, 8, 11
6, 3, 13
6, 9, 3
9, 6, 0
9, 7, 0
6, 8, 15
2, 4, 0
5, 2, 0
3, 2, 0
1, 7, 9
6, 2, 0
0, 2, 6
6, 4, 0
7, 1, 0
5, 8, 11
3, 7, 0
0, 7, 10
7, 6, 0
4, 3, 25
4, 5, 9
1, 3, 5
9, 0, 0
6, 7, 10
4, 1, 10
1, 5, 7
7, 2, 0
5, 1, 3
7, 5, 0
