winner, loser, victorycount
8, 0, 5
5, 3, 4
9, 6, 0
2, 0, 0
5, 9, 5
5, 8, 0
1, 8, 0
3, 4, 0
6, 4, 10
4, 6, 0
8, 2, 13
3, 7, 0
2, 3, 0
5, 2, 10
3, 1, 7
9, 3, 0
5, 1, 2
9, 5, 0
6, 0, 9
4, 3, 7
9, 4, 0
2, 4, 0
2, 6, 0
0, 9, 13
7, 6, 8
7, 0, 6
4, 1, 10
1, 4, 0
4, 7, 0
4, 9, 6
8, 4, 11
2, 5, 0
6, 3, 8
8, 6, 5
5, 4, 0
1, 6, 0
4, 0, 0
4, 2, 10
9, 2, 1
7, 2, 11
9, 0, 0
2, 8, 0
4, 5, 14
6, 1, 10
0, 5, 7
0, 4, 13
1, 3, 2
2, 9, 6
7, 8, 3
2, 7, 0
1, 7, 0
8, 5, 10
6, 7, 2
0, 6, 3
7, 4, 7
8, 9, 13
2, 1, 0
3, 5, 2
0, 3, 20
6, 8, 6
5, 6, 0
9, 1, 0
5, 0, 0
9, 7, 0
7, 9, 19
0, 2, 9
9, 8, 0
4, 8, 0
5, 7, 0
7, 3, 9
1, 9, 9
0, 8, 5
3, 6, 0
0, 7, 3
1, 2, 13
1, 5, 6
8, 7, 2
7, 1, 13
0, 1, 10
3, 9, 9
8, 1, 13
3, 0, 0
8, 3, 4
3, 8, 0
3, 2, 10
6, 9, 9
6, 5, 11
7, 5, 7
6, 2, 10
1, 0, 0
