winner, loser, victorycount
6, 3, 0
9, 5, 16
1, 5, 0
9, 3, 3
7, 1, 0
0, 1, 7
3, 0, 7
8, 6, 0
0, 4, 0
2, 7, 4
0, 6, 0
9, 6, 5
9, 2, 9
8, 9, 0
0, 3, 0
6, 2, 15
8, 3, 0
4, 5, 3
6, 1, 14
1, 3, 0
1, 9, 0
3, 2, 13
7, 4, 0
8, 7, 4
7, 8, 3
0, 8, 7
3, 1, 15
3, 4, 7
4, 3, 0
4, 0, 6
9, 8, 9
9, 0, 10
6, 9, 0
4, 2, 4
5, 0, 3
3, 6, 9
3, 9, 6
1, 7, 6
6, 0, 10
6, 7, 9
2, 0, 0
4, 9, 0
1, 6, 0
9, 7, 14
9, 4, 9
5, 1, 10
8, 1, 5
0, 5, 6
7, 2, 8
8, 0, 0
2, 4, 0
2, 1, 5
8, 4, 0
4, 8, 11
6, 4, 5
0, 9, 0
7, 6, 0
5, 8, 9
4, 6, 4
0, 7, 11
8, 5, 0
5, 7, 12
1, 2, 7
4, 1, 12
2, 5, 0
2, 9, 0
1, 4, 0
5, 9, 0
9, 1, 13
7, 5, 0
3, 7, 17
7, 0, 0
5, 6, 0
2, 8, 1
3, 8, 18
0, 2, 8
6, 8, 13
7, 3, 0
3, 5, 8
4, 7, 13
2, 3, 0
2, 6, 0
6, 5, 12
5, 4, 0
7, 9, 0
5, 3, 0
1, 8, 2
1, 0, 0
5, 2, 6
8, 2, 7
