approaching, opponent, attackcount
2, 5, 10
6, 7, 7
0, 4, 10
7, 2, 7
6, 4, 7
9, 6, 6
6, 8, 3
0, 8, 8
1, 8, 3
0, 3, 9
4, 0, 2
3, 1, 2
6, 3, 9
0, 5, 15
5, 3, 8
1, 9, 1
1, 5, 1
4, 3, 9
9, 8, 5
6, 2, 5
8, 2, 5
7, 4, 5
4, 8, 3
3, 5, 5
0, 2, 2
7, 1, 4
9, 7, 4
5, 8, 7
3, 7, 3
5, 7, 0
2, 4, 11
5, 6, 3
5, 2, 5
9, 3, 2
7, 6, 7
9, 4, 1
2, 3, 5
6, 9, 7
6, 5, 6
5, 9, 6
6, 0, 4
5, 1, 2
9, 2, 3
7, 5, 4
8, 3, 6
5, 0, 5
0, 1, 10
2, 7, 4
2, 8, 7
8, 1, 5
1, 6, 4
9, 0, 2
4, 5, 3
2, 1, 8
4, 6, 3
4, 9, 2
1, 4, 2
1, 2, 2
1, 7, 3
2, 6, 3
9, 5, 3
8, 5, 5
7, 0, 11
5, 4, 5
3, 8, 2
0, 9, 8
3, 4, 3
3, 6, 0
1, 0, 9
3, 2, 4
0, 6, 5
1, 3, 4
0, 7, 8
8, 6, 4
6, 1, 4
9, 1, 5
8, 9, 4
3, 9, 8
4, 2, 10
8, 0, 2
4, 1, 3
7, 9, 8
7, 8, 7
4, 7, 4
8, 4, 6
7, 3, 3
3, 0, 4
2, 9, 6
8, 7, 1
2, 0, 4
