approaching, opponent, attackcount
6, 9, 5
0, 8, 12
7, 2, 6
4, 9, 4
5, 1, 9
8, 1, 3
5, 3, 2
0, 1, 8
9, 6, 1
0, 6, 5
8, 7, 6
8, 9, 10
3, 6, 5
6, 2, 4
9, 3, 0
4, 2, 11
1, 8, 6
0, 3, 4
3, 9, 12
7, 6, 1
9, 5, 1
2, 8, 1
8, 4, 6
1, 3, 8
5, 0, 3
0, 2, 11
1, 0, 4
6, 8, 6
6, 4, 6
2, 4, 2
1, 7, 10
8, 5, 5
4, 1, 3
3, 5, 8
4, 6, 3
4, 5, 6
1, 6, 6
7, 5, 3
2, 0, 4
1, 9, 8
8, 6, 5
5, 8, 8
3, 1, 2
7, 8, 6
6, 0, 5
0, 5, 3
4, 8, 6
3, 8, 3
6, 7, 9
6, 3, 9
9, 2, 3
5, 6, 3
2, 5, 0
2, 1, 7
0, 4, 3
9, 7, 3
3, 2, 10
8, 3, 3
2, 6, 3
3, 7, 4
7, 9, 3
7, 1, 3
4, 7, 5
7, 4, 1
5, 9, 4
6, 1, 5
9, 4, 8
5, 2, 8
1, 5, 1
4, 3, 4
3, 0, 4
0, 7, 8
4, 0, 5
8, 0, 6
7, 0, 4
6, 5, 8
9, 0, 1
2, 9, 3
2, 7, 4
3, 4, 6
2, 3, 4
5, 4, 3
1, 4, 6
8, 2, 9
9, 8, 2
9, 1, 4
0, 9, 8
5, 7, 6
1, 2, 4
7, 3, 1
