approaching, opponent, attackcount
6, 8, 12
4, 6, 2
8, 0, 7
5, 9, 6
1, 0, 3
8, 9, 18
9, 4, 8
2, 4, 3
6, 3, 3
3, 5, 1
9, 0, 12
4, 9, 10
6, 9, 8
3, 6, 5
3, 4, 1
4, 8, 5
7, 8, 8
0, 6, 7
2, 6, 3
9, 6, 9
4, 3, 3
7, 2, 1
2, 9, 13
9, 8, 14
7, 4, 2
5, 2, 3
8, 1, 6
6, 4, 4
9, 1, 13
5, 3, 2
8, 7, 16
5, 6, 3
6, 2, 0
0, 1, 6
6, 5, 4
7, 5, 5
6, 1, 2
3, 9, 11
4, 7, 3
5, 8, 7
4, 1, 6
1, 4, 1
6, 7, 1
3, 1, 1
2, 1, 6
7, 9, 2
9, 3, 14
4, 5, 2
5, 4, 0
9, 2, 9
0, 4, 5
0, 7, 2
3, 7, 1
1, 3, 2
0, 3, 2
9, 5, 9
3, 0, 3
2, 8, 9
7, 0, 4
8, 6, 6
8, 4, 5
7, 3, 1
0, 5, 2
3, 2, 1
3, 8, 6
1, 8, 1
0, 8, 4
4, 0, 3
5, 0, 3
2, 3, 0
8, 2, 10
4, 2, 2
0, 9, 11
1, 6, 1
7, 1, 5
5, 1, 5
8, 3, 8
8, 5, 7
1, 7, 1
1, 9, 10
6, 0, 7
9, 7, 3
0, 2, 2
2, 5, 3
2, 0, 1
2, 7, 2
1, 5, 3
7, 6, 4
5, 7, 3
1, 2, 3
