approaching, opponent, attackcount
3, 1, 3
3, 2, 4
6, 2, 10
9, 4, 5
6, 1, 7
1, 7, 4
1, 8, 10
8, 5, 7
3, 4, 4
5, 4, 7
5, 2, 2
0, 9, 7
4, 6, 2
0, 2, 3
5, 3, 6
5, 8, 2
4, 8, 1
7, 5, 2
6, 9, 15
6, 8, 13
9, 8, 6
2, 7, 1
3, 9, 4
2, 1, 1
0, 4, 1
2, 3, 3
8, 3, 2
4, 1, 2
8, 9, 14
9, 5, 13
6, 4, 5
7, 4, 2
9, 7, 8
1, 4, 3
0, 1, 0
4, 9, 8
9, 6, 17
6, 5, 7
7, 3, 2
8, 6, 11
7, 9, 6
0, 3, 2
9, 1, 4
2, 5, 1
9, 2, 11
3, 5, 2
5, 1, 4
5, 7, 2
7, 6, 10
1, 0, 1
0, 8, 4
3, 8, 1
8, 1, 3
1, 9, 7
4, 7, 3
8, 2, 5
4, 2, 2
2, 9, 7
1, 5, 4
0, 5, 2
7, 1, 3
2, 4, 3
6, 7, 7
8, 4, 3
9, 0, 10
4, 5, 1
0, 7, 3
1, 3, 5
1, 6, 11
7, 0, 4
5, 9, 6
5, 0, 7
8, 0, 7
0, 6, 6
5, 6, 3
1, 2, 5
8, 7, 3
7, 8, 2
2, 0, 4
3, 6, 6
4, 0, 3
3, 0, 2
2, 8, 7
7, 2, 2
6, 0, 11
3, 7, 1
6, 3, 9
2, 6, 4
4, 3, 3
9, 3, 4
