winner, loser, victorycount
0, 9, 5
5, 7, 7
1, 4, 1
9, 8, 2
6, 2, 3
0, 8, 2
0, 2, 5
5, 3, 2
2, 6, 5
4, 9, 3
6, 0, 3
4, 8, 6
0, 3, 2
3, 4, 3
7, 1, 11
4, 3, 6
7, 4, 3
6, 9, 4
2, 9, 9
2, 3, 4
2, 4, 5
5, 2, 2
8, 9, 4
5, 9, 4
6, 5, 7
1, 2, 2
3, 0, 2
7, 9, 3
4, 2, 3
3, 9, 5
5, 4, 4
6, 4, 2
9, 7, 14
3, 2, 12
6, 7, 9
7, 2, 1
2, 7, 4
4, 5, 12
2, 5, 7
3, 7, 10
3, 6, 9
3, 8, 8
0, 1, 9
8, 7, 9
7, 6, 6
7, 0, 3
0, 6, 4
8, 1, 7
6, 8, 2
7, 3, 0
2, 0, 5
7, 5, 5
4, 0, 9
5, 1, 4
6, 1, 7
8, 5, 7
9, 2, 5
5, 0, 4
1, 5, 2
3, 5, 4
1, 7, 2
1, 0, 5
4, 7, 11
2, 1, 15
9, 4, 2
4, 6, 10
3, 1, 6
9, 6, 4
6, 3, 1
8, 2, 3
1, 3, 4
8, 6, 3
9, 3, 3
5, 6, 3
0, 4, 1
9, 5, 3
8, 4, 8
0, 5, 7
8, 0, 7
8, 3, 6
5, 8, 4
7, 8, 1
1, 8, 2
1, 6, 5
0, 7, 5
2, 8, 4
4, 1, 5
9, 0, 4
1, 9, 5
9, 1, 4
