winner, loser, victorycount
6, 4, 7
4, 9, 1
8, 2, 2
1, 0, 4
4, 2, 1
1, 8, 5
0, 7, 4
2, 5, 7
1, 7, 6
6, 3, 3
5, 2, 3
3, 7, 7
5, 1, 4
2, 8, 5
5, 0, 3
7, 3, 2
1, 2, 4
4, 6, 1
7, 4, 3
2, 0, 10
3, 6, 9
2, 1, 4
7, 8, 2
3, 4, 9
5, 9, 2
7, 6, 3
9, 2, 6
3, 5, 8
9, 7, 7
9, 3, 5
4, 1, 1
3, 8, 6
4, 7, 7
4, 0, 1
3, 0, 3
3, 1, 3
0, 5, 7
6, 2, 0
2, 3, 9
2, 6, 15
0, 2, 6
9, 6, 6
2, 7, 9
0, 6, 12
3, 9, 2
4, 8, 3
5, 3, 9
9, 1, 1
9, 8, 3
9, 0, 3
8, 4, 12
0, 9, 3
6, 1, 1
1, 9, 7
5, 4, 6
7, 1, 2
1, 3, 5
0, 1, 5
8, 5, 4
8, 3, 8
1, 6, 4
8, 1, 2
3, 2, 1
8, 6, 10
5, 6, 6
8, 9, 2
8, 7, 8
0, 8, 2
7, 9, 2
5, 8, 0
4, 5, 1
7, 0, 3
7, 5, 4
6, 7, 9
0, 3, 12
8, 0, 4
9, 4, 8
9, 5, 5
5, 7, 9
1, 5, 7
1, 4, 12
2, 9, 4
6, 5, 3
7, 2, 3
6, 8, 4
4, 3, 3
6, 9, 3
2, 4, 6
6, 0, 4
0, 4, 13
