winner, loser, victorycount
4, 6, 10
0, 1, 11
1, 0, 2
0, 8, 9
3, 7, 2
3, 9, 1
6, 7, 6
2, 4, 0
5, 9, 5
1, 2, 7
6, 5, 0
7, 9, 1
7, 8, 2
9, 3, 8
3, 0, 3
1, 3, 9
4, 7, 6
4, 2, 4
1, 5, 5
0, 9, 5
7, 0, 0
9, 8, 11
3, 1, 4
2, 3, 5
9, 0, 4
4, 0, 4
0, 4, 4
8, 4, 3
4, 1, 8
9, 5, 8
5, 1, 8
1, 7, 9
2, 8, 7
3, 2, 6
3, 6, 2
5, 6, 7
2, 6, 12
6, 3, 2
1, 9, 2
6, 9, 1
6, 8, 1
4, 3, 6
3, 5, 2
7, 3, 5
2, 7, 5
3, 4, 4
9, 7, 3
8, 2, 7
6, 2, 3
1, 8, 7
5, 3, 4
3, 8, 9
0, 7, 10
7, 2, 6
9, 6, 14
1, 6, 7
8, 7, 3
4, 8, 8
5, 8, 10
5, 0, 3
8, 6, 5
5, 7, 5
8, 0, 1
6, 4, 2
7, 1, 3
5, 4, 4
7, 4, 4
1, 4, 6
7, 5, 2
8, 3, 5
8, 1, 4
8, 9, 0
6, 0, 0
2, 1, 8
6, 1, 2
0, 3, 5
0, 5, 7
4, 5, 2
9, 4, 5
2, 9, 4
0, 2, 7
5, 2, 5
0, 6, 7
9, 2, 7
7, 6, 9
8, 5, 7
4, 9, 7
9, 1, 2
2, 5, 2
2, 0, 3
