"","0","1","2","3","4","5","6","7","8","9"
"0",0,8,4,6,7,5,5,4,0,5
"1",5,0,0,1,1,0,3,4,1,3
"2",0,9,0,2,5,5,5,2,7,5
"3",1,12,6,0,6,2,5,6,3,6
"4",5,8,8,4,0,7,6,4,6,12
"5",2,11,7,2,3,0,8,11,6,7
"6",3,5,2,8,3,5,0,7,2,4
"7",4,1,7,5,5,3,5,0,8,3
"8",4,2,6,5,5,4,7,6,0,6
"9",1,9,11,7,6,8,4,9,5,0
