"","0","1","2","3","4","5","6","7","8","9"
"0",0,4,6,4,2,3,3,4,6,6
"1",1,0,3,3,7,2,1,4,5,3
"2",6,5,0,4,6,10,2,4,7,7
"3",10,8,3,0,6,7,3,2,1,5
"4",0,3,2,2,0,0,1,3,3,0
"5",10,9,8,2,10,0,2,6,2,8
"6",6,9,8,9,12,6,0,11,7,15
"7",1,4,3,2,4,1,4,0,5,5
"8",11,4,8,4,7,11,8,5,0,5
"9",5,10,2,5,5,4,5,3,2,0
