who, energy-over-distance, energy-over-time
1, 2.6330211316665375, 0.7204490098485651
4, 2.624662396789876, 0.7203854707190511
0, 2.6302280633938926, 0.7205760881075929
8, 2.6479813664596272, 0.7223551837339829
2, 2.610833269215973, 0.7186910939320131
7, 2.6134789967687335, 0.7194747431960182
3, 2.6401582744976335, 0.7207243460764587
6, 2.6299273458030608, 0.7206608069469448
5, 2.6365396530359355, 0.7210208620141904
9, 2.6260520423133347, 0.7203219315895373
who, energy-over-distance, energy-over-time
1, 2.6459197786998616, 0.7217577791457336
2, 2.6191957182120644, 0.7190968843702218
5, 2.6183906385437736, 0.7198117516233444
3, 2.646429351386766, 0.7218967811116186
7, 2.638537578136357, 0.7208443376556326
9, 2.6380087209302325, 0.7208046228082369
6, 2.6303733236679956, 0.7205464763001648
0, 2.6379210220673635, 0.7216187771798487
8, 2.6271554847123606, 0.7200301832840207
4, 2.629667222504169, 0.720248614944697
