who, energy-over-distance, energy-over-time
1, 2.639585991776549, 0.7209185254027262
8, 2.6245324299527137, 0.7200085192069393
3, 2.634060022650057, 0.7205312887236679
6, 2.6335078534031413, 0.7206861833952912
5, 2.639730878186969, 0.7216736369268897
7, 2.6303548706348083, 0.7204344795539034
0, 2.6181523729052247, 0.7199310718711276
2, 2.629566815066073, 0.7204732032218092
9, 2.6358614828978117, 0.7206668215613383
4, 2.6325953172525995, 0.7205893742255266
who, energy-over-distance, energy-over-time
1, 2.6295678544351784, 0.7199883752309385
4, 2.629450083320709, 0.7206111307163764
5, 2.6218506468941514, 0.7193448612293193
8, 2.6388086916881934, 0.7209847840076391
9, 2.6246594005449593, 0.7198430656176696
7, 2.6310200985968906, 0.720112926328026
2, 2.6383528339158184, 0.7208602329105516
0, 2.6339834560218565, 0.7204865796192889
3, 2.626912009692564, 0.7201336848442074
6, 2.6378078443295836, 0.7203827870383825
