who, energy-over-distance, energy-over-time
3, 2.6287442396313363, 0.7200930984832048
9, 2.6376424758332133, 0.7211779325035996
4, 2.6239936745255896, 0.720033925718456
2, 2.6362717493321783, 0.7202311682676187
1, 2.6175098672407606, 0.7194421980709679
0, 2.6300886230996467, 0.7199944772086234
7, 2.612110354711573, 0.7189885402078936
5, 2.6307260155574763, 0.7204284108167814
8, 2.6261063538893286, 0.7198366831692933
6, 2.645777552644909, 0.7211582082486834
who, energy-over-distance, energy-over-time
2, 2.6302733449202087, 0.7195280082987552
4, 2.632073980398356, 0.7196792876901799
8, 2.6309053562964135, 0.7197008990318119
3, 2.6187740970965456, 0.7192686721991701
7, 2.645856441134527, 0.7217323651452282
0, 2.620868744098206, 0.7197873443983402
1, 2.6250984717189225, 0.7201547372060858
5, 2.6245174505633027, 0.7199386237897649
6, 2.6219281663516067, 0.7193983402489627
9, 2.643128562381254, 0.7215594744121715
