who, energy-over-distance, energy-over-time
8, 2.6290895353230073, 0.7196988500041367
5, 2.627680459075808, 0.7198022668983205
3, 2.6313364055299537, 0.7204227682634236
4, 2.631777962640853, 0.7197815835194837
9, 2.6134175691937425, 0.7187060478199718
7, 2.6357380520266185, 0.7209191693555059
6, 2.63486543695192, 0.7208984859766692
1, 2.6239734799969865, 0.7203607181269132
0, 2.6359645803375464, 0.72038140150575
2, 2.6342809617420233, 0.7206296020517912
who, energy-over-distance, energy-over-time
9, 2.635984555984556, 0.7203359429403448
8, 2.629720980422383, 0.7199561079575428
2, 2.629401340627167, 0.7201460254489438
4, 2.6271382339343505, 0.719470763257296
3, 2.657377939920826, 0.7224250353457553
5, 2.641100974176589, 0.7208423895840806
1, 2.625730994152047, 0.7200827196184768
7, 2.6341331687369802, 0.7204414526577898
6, 2.6132321373811713, 0.719301947709384
0, 2.632236182841286, 0.7205891662622127
