self, opp, fightsavoided
2, 9, 3
8, 5, 5
9, 3, 4
1, 2, 8
7, 2, 10
4, 6, 2
1, 6, 7
5, 7, 2
6, 9, 4
3, 0, 6
4, 9, 4
7, 5, 5
2, 4, 9
1, 9, 3
3, 9, 6
9, 4, 1
4, 5, 6
6, 3, 3
3, 2, 5
5, 4, 10
6, 4, 3
3, 4, 5
1, 8, 5
7, 6, 8
9, 5, 6
3, 8, 10
5, 8, 5
7, 9, 6
8, 0, 6
7, 0, 3
1, 0, 2
6, 7, 0
9, 6, 2
4, 1, 4
9, 2, 6
9, 1, 2
3, 1, 3
1, 7, 8
6, 5, 1
1, 4, 6
7, 8, 3
5, 2, 8
1, 5, 5
2, 3, 3
5, 1, 4
0, 4, 3
2, 8, 2
9, 0, 4
4, 2, 5
4, 3, 2
8, 7, 3
4, 7, 2
0, 2, 6
6, 0, 5
8, 3, 3
2, 7, 21
6, 1, 8
7, 4, 2
0, 1, 5
4, 8, 9
0, 9, 6
5, 6, 5
3, 6, 9
0, 6, 6
5, 0, 6
3, 7, 7
0, 7, 5
0, 5, 11
2, 1, 9
7, 3, 5
0, 8, 6
9, 8, 4
6, 2, 6
8, 2, 6
0, 3, 2
8, 6, 6
2, 6, 5
5, 3, 1
7, 1, 16
2, 5, 3
3, 5, 2
9, 7, 2
5, 9, 8
8, 1, 3
1, 3, 4
8, 9, 3
8, 4, 0
4, 0, 3
2, 0, 1
6, 8, 3
