winner, loser, victorycount
4, 9, 1
3, 4, 7
5, 4, 6
7, 0, 2
9, 3, 4
4, 0, 4
5, 9, 0
7, 9, 0
2, 1, 10
8, 1, 15
6, 5, 3
4, 7, 3
0, 9, 3
3, 2, 16
7, 6, 7
6, 7, 3
4, 2, 9
8, 2, 15
6, 4, 6
6, 0, 1
7, 1, 16
7, 4, 5
5, 6, 2
2, 4, 9
9, 4, 7
4, 6, 6
0, 1, 12
7, 2, 12
0, 8, 4
9, 0, 0
4, 8, 3
9, 8, 1
6, 3, 9
4, 1, 12
8, 0, 1
8, 7, 1
8, 4, 5
1, 8, 5
2, 7, 0
5, 3, 6
4, 3, 4
1, 6, 3
8, 5, 2
0, 3, 6
2, 8, 1
6, 9, 1
1, 7, 1
0, 4, 8
5, 1, 14
9, 2, 14
0, 7, 0
1, 9, 2
2, 6, 1
1, 3, 5
3, 7, 0
1, 0, 0
5, 0, 2
2, 0, 0
3, 6, 5
0, 6, 3
5, 7, 1
0, 2, 15
5, 2, 10
1, 2, 13
2, 5, 6
2, 9, 2
8, 9, 1
3, 1, 11
4, 5, 3
5, 8, 3
3, 8, 3
8, 6, 3
9, 5, 3
0, 5, 1
3, 5, 4
9, 1, 12
2, 3, 6
7, 8, 2
6, 2, 9
1, 5, 3
6, 8, 4
9, 6, 0
9, 7, 4
8, 3, 2
1, 4, 6
3, 9, 1
7, 3, 7
6, 1, 8
7, 5, 2
3, 0, 2
