winner, loser, victorycount
1, 4, 2
7, 8, 5
8, 5, 3
9, 0, 11
5, 1, 10
8, 2, 6
1, 6, 3
3, 9, 1
3, 5, 7
3, 7, 7
9, 5, 3
7, 3, 3
4, 2, 2
7, 2, 8
5, 4, 1
4, 7, 7
8, 1, 3
2, 8, 5
2, 1, 4
9, 6, 2
4, 3, 1
3, 1, 0
2, 3, 3
6, 0, 16
6, 7, 8
2, 9, 2
3, 4, 1
5, 8, 5
0, 7, 9
8, 7, 15
6, 9, 2
0, 3, 3
5, 3, 3
4, 9, 4
3, 2, 6
2, 0, 15
5, 2, 7
2, 5, 3
4, 6, 7
2, 4, 1
0, 1, 2
5, 9, 1
6, 1, 2
3, 0, 12
4, 5, 2
8, 0, 15
8, 9, 4
5, 0, 18
7, 9, 3
0, 2, 6
7, 1, 1
8, 4, 1
7, 5, 3
1, 3, 2
7, 6, 4
6, 4, 0
1, 0, 23
1, 8, 1
3, 6, 7
6, 3, 3
0, 4, 2
4, 1, 4
4, 0, 16
6, 2, 6
6, 8, 4
1, 2, 1
1, 5, 3
3, 8, 1
1, 7, 8
4, 8, 5
7, 4, 4
0, 9, 0
9, 4, 0
7, 0, 14
5, 6, 5
9, 1, 5
1, 9, 3
6, 5, 5
9, 7, 8
2, 7, 3
9, 3, 2
8, 6, 3
0, 8, 5
0, 6, 5
9, 8, 2
5, 7, 5
0, 5, 2
2, 6, 5
9, 2, 7
8, 3, 3
