winner, loser, victorycount
0, 5, 6
9, 0, 8
7, 5, 5
1, 3, 9
1, 9, 4
0, 3, 7
5, 0, 4
4, 2, 4
4, 5, 9
4, 8, 3
6, 0, 4
6, 8, 4
3, 4, 12
4, 1, 1
4, 3, 12
3, 9, 3
5, 4, 12
8, 9, 5
0, 6, 3
8, 4, 11
2, 5, 5
2, 3, 11
2, 8, 8
2, 0, 7
4, 6, 3
6, 9, 4
3, 1, 2
9, 1, 6
1, 7, 5
8, 5, 10
2, 1, 3
5, 3, 11
1, 6, 9
6, 2, 3
1, 8, 2
3, 6, 8
7, 3, 14
2, 9, 1
9, 3, 11
7, 8, 5
6, 1, 1
9, 4, 6
5, 1, 5
0, 2, 5
1, 2, 5
3, 0, 6
8, 6, 5
9, 7, 2
9, 5, 4
6, 7, 2
7, 2, 3
9, 2, 2
7, 1, 1
0, 4, 10
8, 0, 1
7, 4, 7
2, 6, 4
7, 6, 4
8, 7, 1
0, 1, 3
6, 3, 8
0, 9, 6
4, 9, 6
8, 1, 0
3, 8, 2
4, 7, 4
5, 8, 4
2, 4, 4
1, 5, 7
1, 4, 5
3, 7, 1
7, 0, 5
9, 8, 2
6, 4, 5
8, 2, 3
4, 0, 7
3, 2, 0
2, 7, 7
6, 5, 7
3, 5, 2
5, 2, 4
5, 6, 1
9, 6, 1
0, 8, 4
5, 7, 4
8, 3, 8
0, 7, 1
5, 9, 2
1, 0, 3
7, 9, 6
