self, opp, fightsavoided
2, 4, 4
9, 4, 3
4, 9, 5
1, 7, 16
8, 1, 0
9, 3, 11
3, 6, 10
3, 8, 10
8, 0, 3
9, 0, 2
8, 7, 1
2, 6, 9
1, 5, 5
5, 3, 5
3, 1, 5
5, 7, 9
6, 2, 0
1, 0, 1
0, 1, 8
5, 2, 0
1, 4, 3
3, 4, 6
8, 6, 9
4, 8, 6
6, 4, 6
7, 4, 2
0, 7, 7
2, 1, 2
6, 5, 7
2, 5, 5
6, 9, 1
1, 9, 0
6, 1, 4
9, 2, 0
9, 5, 4
6, 0, 6
7, 3, 8
1, 6, 9
7, 6, 6
9, 7, 15
7, 1, 6
0, 3, 6
2, 0, 0
9, 1, 5
2, 7, 3
3, 0, 3
4, 7, 5
4, 6, 8
7, 9, 3
2, 8, 6
9, 6, 7
6, 3, 10
2, 9, 5
7, 8, 14
3, 5, 4
6, 8, 12
6, 7, 3
8, 2, 0
0, 5, 6
8, 4, 6
7, 2, 0
2, 3, 6
4, 2, 0
4, 1, 2
0, 8, 7
3, 7, 13
1, 3, 17
7, 0, 4
1, 2, 0
1, 8, 2
5, 1, 4
4, 0, 1
9, 8, 2
5, 0, 1
0, 6, 1
4, 5, 0
0, 4, 1
4, 3, 9
5, 8, 15
8, 5, 8
3, 2, 0
8, 3, 5
0, 2, 0
8, 9, 3
5, 6, 6
7, 5, 3
5, 9, 4
0, 9, 0
5, 4, 0
3, 9, 11
