self, opp, fightsavoided
7, 2, 6
4, 2, 3
8, 3, 8
9, 3, 3
8, 9, 0
7, 4, 10
3, 1, 2
2, 5, 9
7, 5, 8
3, 7, 0
9, 4, 5
1, 2, 5
5, 6, 1
5, 0, 0
0, 8, 10
5, 3, 14
3, 9, 0
4, 0, 0
5, 9, 0
4, 1, 6
0, 7, 0
0, 2, 3
3, 0, 1
6, 4, 8
6, 2, 2
8, 4, 9
8, 5, 9
8, 1, 8
6, 0, 3
6, 3, 8
7, 9, 0
0, 4, 4
1, 3, 8
7, 1, 5
5, 7, 0
2, 3, 10
5, 4, 7
1, 6, 3
9, 8, 10
2, 1, 9
0, 9, 0
3, 6, 4
9, 0, 0
4, 8, 17
7, 8, 10
1, 8, 16
4, 3, 9
3, 2, 2
2, 6, 7
8, 0, 2
9, 6, 4
1, 7, 0
2, 4, 4
2, 9, 0
0, 1, 6
1, 9, 0
2, 0, 1
5, 1, 5
6, 8, 8
4, 5, 18
6, 1, 3
8, 7, 0
3, 5, 12
0, 3, 4
7, 3, 11
0, 6, 3
6, 9, 0
8, 6, 3
3, 8, 10
6, 5, 6
4, 6, 3
2, 7, 0
7, 0, 5
8, 2, 3
2, 8, 12
6, 7, 0
9, 1, 5
1, 5, 9
7, 6, 1
9, 2, 4
1, 4, 4
1, 0, 2
4, 7, 0
5, 2, 4
9, 7, 0
5, 8, 15
0, 5, 15
3, 4, 2
4, 9, 0
9, 5, 4
