winner, loser, victorycount
7, 1, 13
7, 4, 23
8, 1, 12
8, 7, 1
5, 2, 2
0, 1, 25
6, 1, 15
0, 6, 6
2, 7, 0
4, 1, 1
1, 2, 0
2, 9, 2
6, 2, 2
1, 0, 0
9, 7, 4
0, 2, 5
9, 5, 2
8, 6, 1
9, 6, 5
3, 9, 0
5, 0, 2
4, 3, 0
1, 7, 0
1, 5, 1
1, 3, 1
6, 5, 1
7, 9, 0
4, 7, 0
5, 9, 1
6, 9, 2
4, 0, 1
7, 8, 2
8, 5, 0
4, 9, 0
1, 4, 5
8, 9, 0
9, 4, 11
0, 4, 19
7, 0, 0
9, 2, 0
0, 5, 2
8, 4, 25
2, 3, 7
5, 4, 20
1, 8, 1
4, 2, 0
3, 0, 1
4, 8, 0
7, 2, 2
5, 1, 21
6, 3, 10
8, 2, 0
3, 5, 4
2, 5, 4
2, 0, 3
3, 7, 1
5, 3, 16
0, 9, 1
8, 3, 7
4, 5, 0
6, 4, 21
9, 0, 4
0, 3, 10
4, 6, 2
1, 6, 3
3, 1, 10
3, 2, 1
6, 0, 1
1, 9, 0
2, 6, 1
3, 6, 7
6, 8, 1
5, 7, 1
2, 8, 0
2, 4, 15
0, 7, 0
5, 8, 3
9, 8, 2
3, 8, 0
9, 1, 18
8, 0, 2
2, 1, 13
3, 4, 10
7, 3, 7
5, 6, 2
7, 6, 4
0, 8, 3
7, 5, 2
6, 7, 4
9, 3, 13
