approaching, opponent, attackcount
9, 4, 3
3, 1, 2
2, 4, 6
3, 5, 6
0, 8, 4
7, 4, 7
6, 9, 5
0, 3, 5
3, 6, 4
0, 7, 6
5, 7, 3
8, 9, 4
5, 3, 4
7, 9, 8
0, 6, 2
5, 0, 4
6, 4, 4
4, 6, 5
0, 4, 6
7, 2, 10
3, 7, 6
4, 5, 4
7, 8, 7
4, 0, 3
7, 3, 3
7, 6, 3
4, 8, 3
8, 2, 6
9, 7, 7
6, 7, 6
8, 1, 3
9, 1, 4
9, 5, 7
1, 7, 1
0, 9, 6
2, 9, 10
9, 8, 5
8, 7, 7
9, 0, 5
4, 1, 9
8, 5, 3
7, 5, 3
2, 1, 9
6, 2, 6
5, 6, 4
8, 4, 4
0, 2, 8
1, 4, 9
4, 3, 2
7, 1, 3
6, 0, 3
1, 5, 4
4, 7, 4
7, 0, 10
6, 3, 3
2, 3, 10
2, 0, 1
5, 4, 3
8, 0, 2
6, 1, 6
0, 1, 3
3, 4, 2
8, 3, 5
9, 6, 4
5, 9, 3
2, 8, 6
3, 0, 3
6, 8, 2
3, 8, 4
1, 0, 1
2, 7, 4
3, 2, 9
9, 2, 11
1, 8, 4
1, 6, 4
0, 5, 4
2, 6, 5
5, 2, 6
5, 1, 7
1, 2, 14
4, 9, 5
2, 5, 11
1, 3, 1
1, 9, 7
8, 6, 5
3, 9, 5
6, 5, 5
5, 8, 1
4, 2, 4
9, 3, 5
