self, opp, fightsavoided
4, 6, 3
4, 8, 4
8, 9, 4
0, 4, 6
3, 2, 6
6, 5, 8
4, 3, 2
5, 9, 5
0, 1, 13
3, 8, 4
9, 0, 6
5, 0, 9
4, 5, 4
1, 6, 1
2, 9, 5
8, 1, 8
9, 7, 0
2, 6, 6
7, 5, 7
2, 7, 2
0, 5, 8
2, 3, 4
0, 3, 1
4, 7, 7
3, 0, 0
7, 2, 6
1, 5, 6
1, 2, 5
3, 9, 6
2, 4, 0
4, 0, 6
9, 8, 2
0, 9, 7
1, 7, 4
0, 2, 9
9, 6, 1
3, 4, 7
9, 5, 1
7, 1, 4
6, 3, 3
0, 8, 2
1, 3, 3
7, 4, 3
0, 7, 4
3, 1, 3
9, 1, 2
0, 6, 6
4, 2, 3
3, 7, 4
7, 0, 3
2, 8, 8
6, 7, 7
8, 7, 6
8, 4, 12
9, 2, 2
7, 6, 6
6, 9, 5
5, 2, 4
5, 4, 10
5, 8, 2
7, 9, 6
7, 3, 2
2, 1, 1
5, 6, 9
7, 8, 9
1, 4, 7
8, 6, 6
8, 0, 7
6, 4, 9
3, 6, 8
5, 7, 7
1, 0, 7
2, 0, 5
9, 4, 4
5, 1, 1
6, 1, 5
4, 9, 5
6, 8, 5
8, 5, 2
5, 3, 3
8, 2, 14
8, 3, 9
2, 5, 1
6, 0, 4
3, 5, 5
6, 2, 7
1, 9, 2
1, 8, 3
4, 1, 8
9, 3, 4
