winner, loser, victorycount
7, 3, 5
6, 9, 5
8, 1, 3
6, 4, 16
4, 5, 5
3, 1, 5
6, 5, 6
0, 9, 5
0, 5, 4
9, 8, 7
5, 1, 6
5, 3, 2
2, 4, 7
5, 6, 2
1, 4, 15
0, 4, 8
7, 6, 9
2, 3, 4
7, 1, 10
4, 7, 2
1, 8, 11
1, 5, 11
6, 3, 11
3, 0, 4
9, 7, 2
2, 7, 4
7, 8, 8
2, 8, 4
3, 9, 6
6, 1, 8
8, 5, 6
9, 1, 0
4, 3, 3
3, 5, 4
9, 6, 3
3, 8, 7
6, 7, 3
9, 3, 4
0, 6, 0
0, 3, 5
7, 9, 9
1, 9, 10
8, 0, 3
4, 6, 2
8, 4, 5
0, 2, 7
3, 6, 3
5, 0, 1
2, 5, 8
4, 2, 3
0, 1, 4
8, 3, 2
5, 2, 2
3, 2, 0
2, 1, 1
7, 2, 5
2, 0, 3
7, 4, 10
9, 2, 1
4, 8, 1
6, 8, 6
7, 0, 3
8, 6, 1
4, 0, 2
1, 0, 5
3, 4, 9
1, 7, 3
9, 0, 2
8, 9, 11
1, 6, 5
5, 4, 8
6, 2, 7
7, 5, 10
3, 7, 4
5, 9, 1
5, 7, 3
2, 9, 6
0, 8, 3
0, 7, 2
1, 3, 2
1, 2, 8
5, 8, 4
4, 9, 2
6, 0, 8
4, 1, 0
9, 4, 7
2, 6, 1
8, 7, 5
8, 2, 5
9, 5, 7
