winner, loser, victorycount
7, 5, 5
6, 3, 3
3, 9, 5
2, 5, 3
7, 4, 1
0, 5, 3
3, 5, 6
1, 0, 1
6, 4, 5
8, 0, 4
6, 2, 11
0, 3, 7
3, 0, 4
1, 5, 5
3, 1, 3
8, 7, 7
8, 3, 2
0, 1, 2
4, 5, 5
0, 6, 6
4, 9, 6
0, 7, 6
5, 9, 3
1, 2, 6
8, 2, 13
9, 1, 2
2, 3, 3
5, 0, 3
5, 6, 4
6, 0, 6
9, 8, 5
4, 7, 6
5, 7, 6
0, 8, 13
8, 1, 6
2, 8, 2
9, 2, 13
5, 3, 2
9, 5, 4
5, 1, 4
7, 0, 2
2, 0, 0
9, 7, 6
6, 8, 5
1, 7, 4
6, 1, 2
0, 9, 5
1, 4, 7
9, 3, 7
4, 2, 13
4, 8, 4
5, 4, 2
3, 4, 2
4, 1, 3
7, 8, 3
5, 8, 5
2, 6, 3
8, 5, 3
9, 0, 8
7, 2, 7
7, 9, 1
3, 6, 2
1, 3, 5
6, 7, 10
7, 1, 3
9, 6, 4
4, 6, 3
1, 9, 4
4, 3, 3
1, 6, 6
6, 5, 7
0, 4, 4
6, 9, 4
3, 7, 4
0, 2, 11
2, 7, 5
8, 4, 5
3, 8, 3
9, 4, 6
8, 9, 4
8, 6, 7
5, 2, 9
7, 3, 5
2, 4, 4
7, 6, 6
2, 9, 5
4, 0, 5
2, 1, 5
3, 2, 13
1, 8, 5
