approaching, opponent, attackcount
0, 3, 4
7, 6, 3
8, 6, 7
0, 5, 2
2, 1, 8
4, 6, 3
5, 7, 3
0, 4, 8
9, 7, 8
8, 4, 1
1, 5, 3
2, 0, 7
8, 3, 8
1, 2, 6
8, 9, 5
7, 9, 2
4, 5, 1
8, 2, 4
1, 0, 9
1, 4, 7
1, 7, 3
3, 0, 8
2, 3, 4
0, 1, 3
8, 7, 6
7, 1, 6
3, 2, 6
5, 3, 5
9, 2, 10
8, 1, 1
0, 8, 9
3, 4, 5
4, 1, 5
7, 5, 2
5, 4, 2
4, 0, 6
2, 4, 2
0, 9, 5
8, 5, 3
2, 7, 2
9, 4, 8
6, 3, 6
5, 8, 3
3, 7, 8
2, 6, 5
2, 5, 0
2, 9, 3
6, 7, 3
2, 8, 5
3, 5, 6
4, 7, 2
5, 9, 6
1, 3, 1
6, 9, 5
9, 0, 7
3, 9, 5
6, 8, 6
7, 8, 4
6, 5, 9
5, 1, 3
1, 8, 5
6, 1, 9
3, 1, 10
3, 6, 6
5, 0, 7
5, 2, 1
7, 3, 3
5, 6, 9
6, 0, 8
7, 0, 5
9, 8, 5
9, 1, 11
9, 5, 5
4, 8, 3
8, 0, 10
0, 7, 3
4, 3, 6
1, 6, 7
7, 2, 1
4, 2, 2
0, 2, 4
9, 6, 4
4, 9, 2
7, 4, 6
1, 9, 5
6, 2, 2
0, 6, 4
9, 3, 8
6, 4, 5
3, 8, 7
