approaching, opponent, attackcount
7, 0, 4
6, 9, 7
3, 9, 6
7, 9, 1
5, 1, 3
6, 5, 6
1, 7, 7
7, 3, 4
1, 4, 3
2, 8, 7
1, 9, 5
9, 4, 6
1, 3, 6
6, 1, 11
8, 5, 2
2, 5, 7
8, 2, 3
0, 3, 2
7, 6, 4
5, 0, 7
5, 8, 2
5, 7, 3
6, 2, 4
4, 9, 7
2, 4, 5
5, 2, 3
4, 0, 3
5, 6, 8
8, 6, 7
2, 1, 4
0, 7, 4
8, 0, 8
2, 6, 3
7, 8, 4
4, 3, 9
9, 5, 5
1, 2, 11
8, 7, 3
0, 1, 6
3, 0, 5
6, 4, 4
3, 6, 5
4, 7, 5
9, 6, 2
9, 1, 4
7, 5, 3
9, 3, 10
3, 2, 8
3, 4, 4
4, 1, 2
4, 8, 1
9, 7, 4
8, 1, 7
0, 2, 1
9, 0, 8
6, 3, 11
3, 7, 3
6, 8, 9
2, 3, 4
2, 9, 3
6, 7, 8
0, 5, 3
2, 7, 4
4, 5, 4
4, 6, 9
8, 3, 7
7, 2, 5
0, 9, 5
8, 4, 2
1, 0, 7
6, 0, 4
9, 2, 8
1, 5, 6
1, 6, 6
7, 4, 6
3, 5, 4
3, 1, 4
3, 8, 1
4, 2, 10
0, 8, 2
7, 1, 3
0, 4, 4
8, 9, 3
5, 3, 4
0, 6, 8
9, 8, 4
5, 9, 7
2, 0, 3
5, 4, 2
1, 8, 6
