self, opp, fightsavoided
6, 3, 2
0, 6, 2
7, 5, 7
4, 5, 8
9, 4, 4
1, 0, 4
5, 3, 0
2, 5, 1
7, 4, 1
1, 9, 7
9, 1, 0
3, 6, 9
4, 8, 9
2, 8, 15
7, 2, 5
1, 5, 8
8, 6, 12
4, 6, 5
8, 2, 15
5, 4, 1
0, 2, 10
1, 6, 1
9, 5, 7
1, 4, 9
8, 9, 6
5, 2, 5
7, 1, 0
2, 7, 6
1, 2, 9
6, 4, 3
8, 7, 10
4, 7, 5
1, 7, 8
3, 1, 4
6, 0, 0
6, 5, 4
9, 8, 5
2, 4, 3
4, 1, 7
6, 7, 10
9, 7, 10
8, 0, 0
6, 9, 6
3, 9, 7
8, 5, 8
8, 4, 3
2, 9, 7
9, 3, 0
5, 8, 6
5, 0, 0
3, 2, 7
7, 0, 1
6, 1, 0
4, 0, 5
3, 7, 9
4, 9, 6
8, 3, 0
3, 4, 5
0, 7, 10
3, 5, 4
1, 3, 3
5, 1, 0
4, 3, 0
7, 8, 6
6, 8, 7
9, 0, 0
2, 0, 0
1, 8, 10
5, 7, 5
0, 5, 10
4, 2, 3
3, 0, 3
5, 6, 3
2, 6, 9
3, 8, 2
8, 1, 1
0, 9, 7
9, 2, 7
9, 6, 5
0, 1, 9
5, 9, 8
0, 8, 5
6, 2, 7
0, 4, 10
7, 6, 1
2, 3, 0
2, 1, 0
7, 3, 0
7, 9, 6
0, 3, 2
