self, opp, fightsavoided
4, 1, 1
8, 2, 4
4, 8, 2
9, 1, 7
4, 2, 8
5, 3, 3
6, 9, 0
0, 6, 6
4, 6, 8
6, 1, 1
1, 3, 7
9, 8, 7
5, 9, 5
1, 2, 5
0, 4, 1
6, 2, 6
5, 8, 7
8, 3, 10
3, 2, 6
0, 2, 4
5, 1, 6
3, 6, 6
8, 1, 5
7, 4, 2
8, 0, 5
5, 6, 11
0, 9, 2
8, 6, 6
5, 2, 6
8, 4, 8
1, 0, 6
2, 9, 0
5, 0, 6
6, 8, 3
7, 2, 8
2, 0, 2
9, 2, 6
6, 5, 0
3, 4, 11
6, 3, 8
9, 3, 7
7, 3, 6
3, 8, 5
6, 4, 7
4, 5, 0
1, 5, 2
0, 7, 6
3, 9, 0
7, 0, 9
3, 1, 0
8, 5, 0
2, 5, 1
1, 4, 5
2, 1, 2
3, 5, 0
1, 7, 11
4, 9, 2
0, 3, 9
7, 6, 2
9, 5, 5
3, 0, 4
7, 8, 8
2, 8, 5
1, 9, 3
9, 0, 4
2, 4, 5
4, 3, 9
2, 7, 9
9, 4, 7
7, 5, 0
1, 6, 10
7, 1, 1
8, 9, 0
8, 7, 8
2, 3, 16
0, 1, 3
9, 7, 5
6, 7, 10
1, 8, 6
6, 0, 3
3, 7, 7
4, 7, 11
5, 4, 5
0, 5, 2
0, 8, 4
2, 6, 2
7, 9, 0
5, 7, 6
9, 6, 6
4, 0, 7
