winner, loser, victorycount
1, 9, 4
8, 2, 8
5, 2, 6
4, 6, 6
8, 5, 3
2, 3, 5
2, 1, 2
4, 5, 4
1, 4, 5
7, 1, 11
6, 8, 7
2, 0, 4
1, 0, 1
7, 6, 4
3, 4, 7
9, 3, 5
5, 6, 4
9, 1, 9
2, 9, 5
4, 8, 2
4, 9, 9
5, 7, 5
3, 1, 6
1, 7, 5
5, 1, 4
0, 5, 6
8, 9, 8
0, 2, 3
2, 5, 2
4, 0, 5
3, 2, 2
5, 4, 2
9, 4, 9
6, 3, 6
9, 8, 2
9, 0, 3
2, 4, 3
6, 9, 6
4, 2, 9
3, 0, 4
9, 2, 4
7, 4, 5
3, 6, 5
8, 3, 5
9, 7, 2
7, 3, 9
1, 8, 6
3, 5, 4
9, 6, 6
1, 3, 5
5, 0, 7
0, 1, 2
3, 7, 3
0, 9, 3
2, 8, 7
8, 6, 3
8, 1, 4
0, 8, 7
8, 4, 5
8, 7, 7
1, 2, 4
6, 7, 7
5, 9, 2
0, 7, 2
9, 5, 3
6, 0, 7
3, 9, 5
6, 4, 4
0, 6, 7
3, 8, 7
2, 6, 3
6, 2, 3
8, 0, 3
0, 4, 5
5, 8, 2
6, 1, 6
4, 1, 10
5, 3, 2
7, 0, 10
6, 5, 5
0, 3, 4
1, 5, 5
1, 6, 5
4, 7, 6
7, 9, 5
7, 5, 8
4, 3, 3
7, 2, 7
7, 8, 5
2, 7, 5
