winner, loser, victorycount
8, 6, 4
8, 3, 4
6, 5, 4
1, 9, 8
0, 4, 2
3, 0, 5
0, 1, 4
4, 3, 9
3, 5, 4
9, 1, 2
9, 2, 3
4, 0, 4
4, 6, 12
1, 8, 5
6, 0, 3
1, 4, 8
6, 9, 5
3, 1, 6
2, 1, 4
0, 2, 4
1, 0, 4
5, 1, 5
7, 4, 4
0, 5, 6
2, 0, 7
6, 4, 4
5, 7, 4
3, 8, 7
7, 1, 4
1, 3, 8
6, 2, 1
9, 6, 4
9, 5, 3
3, 7, 6
4, 9, 7
2, 8, 5
7, 9, 6
2, 3, 4
4, 2, 5
0, 3, 5
1, 7, 8
9, 0, 4
8, 9, 5
6, 1, 3
7, 2, 2
8, 2, 5
7, 0, 6
1, 6, 5
9, 4, 6
9, 8, 6
9, 7, 7
1, 5, 5
3, 6, 3
6, 7, 2
4, 1, 13
3, 4, 4
2, 4, 4
2, 9, 6
5, 8, 2
5, 9, 8
5, 4, 4
4, 8, 6
2, 6, 5
2, 7, 6
6, 8, 3
0, 7, 3
8, 5, 3
0, 9, 4
7, 3, 5
0, 6, 7
3, 9, 1
8, 7, 4
3, 2, 5
4, 7, 3
1, 2, 8
5, 3, 1
6, 3, 5
0, 8, 13
5, 2, 7
5, 0, 4
2, 5, 5
7, 6, 4
8, 4, 5
7, 5, 5
7, 8, 6
9, 3, 3
4, 5, 9
8, 1, 2
5, 6, 3
8, 0, 8
