winner, loser, victorycount
0, 9, 3
5, 1, 2
0, 6, 7
2, 8, 1
1, 3, 3
6, 3, 8
3, 4, 2
3, 5, 1
7, 6, 7
6, 7, 5
6, 1, 9
8, 1, 4
2, 9, 2
4, 3, 3
5, 6, 6
8, 7, 11
1, 4, 8
1, 0, 4
9, 3, 2
4, 6, 5
2, 7, 1
5, 2, 7
6, 9, 9
4, 2, 7
2, 1, 6
1, 7, 3
7, 9, 11
4, 9, 3
3, 9, 13
8, 0, 0
3, 8, 4
5, 4, 3
8, 9, 10
3, 6, 6
1, 8, 9
5, 0, 8
4, 0, 12
9, 0, 1
4, 1, 2
8, 5, 6
8, 3, 3
3, 1, 3
6, 5, 5
7, 4, 5
7, 1, 6
2, 6, 6
4, 5, 5
5, 7, 11
1, 9, 11
9, 1, 1
7, 5, 3
9, 8, 2
7, 3, 7
2, 3, 2
9, 4, 1
2, 4, 4
6, 0, 12
0, 8, 3
0, 1, 3
0, 4, 4
5, 9, 5
5, 3, 4
0, 5, 3
0, 3, 2
6, 2, 15
9, 6, 1
8, 6, 5
1, 2, 8
3, 7, 5
6, 8, 6
5, 8, 3
8, 2, 14
4, 8, 1
1, 6, 4
7, 2, 3
9, 2, 0
7, 0, 6
9, 5, 0
7, 8, 4
9, 7, 3
3, 2, 11
4, 7, 6
0, 2, 4
6, 4, 5
3, 0, 4
8, 4, 1
1, 5, 7
2, 5, 1
2, 0, 1
0, 7, 7
