winner, loser, victorycount
9, 8, 4
8, 6, 5
8, 7, 10
6, 9, 12
8, 2, 2
5, 8, 6
4, 2, 5
0, 5, 2
9, 2, 7
0, 7, 3
7, 9, 6
2, 8, 2
4, 5, 5
0, 6, 1
0, 1, 3
4, 1, 2
7, 4, 3
3, 4, 4
6, 4, 6
8, 4, 4
1, 0, 2
0, 9, 0
1, 5, 4
5, 6, 3
4, 9, 4
3, 6, 6
9, 6, 11
9, 4, 6
0, 4, 6
5, 0, 5
2, 7, 7
6, 1, 9
3, 2, 5
9, 7, 8
8, 1, 5
9, 3, 7
7, 5, 4
6, 8, 8
0, 2, 3
2, 1, 6
3, 7, 4
6, 7, 5
3, 0, 12
4, 8, 2
4, 3, 0
5, 9, 3
7, 1, 2
3, 5, 6
1, 3, 1
8, 9, 4
6, 5, 3
7, 3, 7
4, 7, 1
8, 3, 3
6, 3, 7
6, 2, 7
7, 6, 5
1, 8, 3
9, 0, 7
2, 3, 2
7, 8, 4
5, 2, 8
0, 8, 2
2, 0, 10
1, 7, 2
8, 5, 4
7, 0, 7
2, 9, 4
3, 8, 7
9, 5, 7
5, 7, 6
3, 9, 4
2, 5, 7
6, 0, 5
5, 3, 2
4, 0, 10
1, 2, 5
3, 1, 6
4, 6, 1
0, 3, 3
8, 0, 4
5, 4, 9
2, 6, 7
5, 1, 2
1, 9, 5
2, 4, 6
9, 1, 6
1, 6, 3
7, 2, 9
1, 4, 10
