winner, loser, victorycount
5, 2, 6
0, 8, 7
0, 6, 5
7, 3, 6
9, 5, 9
2, 5, 4
9, 2, 7
9, 6, 6
1, 5, 2
6, 3, 3
1, 0, 3
5, 6, 4
8, 6, 4
0, 4, 6
3, 9, 6
3, 5, 3
3, 6, 0
6, 4, 8
4, 0, 7
6, 8, 4
5, 4, 5
8, 1, 1
7, 9, 4
5, 1, 5
1, 6, 3
9, 8, 3
4, 1, 12
1, 2, 9
5, 3, 6
6, 7, 4
1, 8, 6
0, 3, 4
2, 6, 2
4, 6, 4
0, 1, 6
3, 8, 5
3, 2, 2
2, 8, 2
3, 4, 5
7, 5, 6
4, 9, 5
4, 7, 6
9, 0, 5
9, 3, 7
9, 1, 5
2, 4, 2
8, 4, 1
8, 0, 1
0, 2, 3
8, 7, 0
4, 8, 13
3, 1, 5
6, 1, 9
1, 7, 2
5, 0, 7
7, 2, 10
9, 4, 4
0, 7, 5
3, 7, 4
2, 1, 4
6, 9, 9
4, 3, 7
8, 9, 0
6, 5, 7
6, 2, 7
7, 1, 6
6, 0, 6
1, 9, 6
4, 5, 7
8, 3, 3
7, 0, 6
7, 6, 6
4, 2, 12
9, 7, 6
7, 4, 5
8, 5, 1
5, 8, 5
2, 9, 7
2, 7, 3
2, 0, 6
5, 7, 5
0, 9, 9
8, 2, 2
7, 8, 7
0, 5, 8
1, 4, 2
3, 0, 1
5, 9, 3
2, 3, 0
1, 3, 6
