approaching, opponent, attackcount
8, 2, 5
5, 1, 3
6, 0, 0
1, 0, 2
6, 4, 2
6, 9, 3
7, 3, 2
1, 4, 3
8, 3, 1
9, 2, 7
1, 5, 2
7, 8, 4
6, 5, 2
8, 7, 1
0, 7, 12
3, 2, 6
2, 1, 8
9, 8, 4
7, 9, 6
4, 0, 3
0, 8, 7
4, 8, 3
2, 9, 6
9, 6, 6
9, 5, 10
2, 4, 5
2, 5, 5
5, 6, 4
8, 1, 4
5, 4, 3
7, 1, 4
2, 8, 5
6, 7, 2
3, 6, 6
6, 1, 2
8, 0, 8
3, 7, 6
9, 3, 8
8, 6, 0
3, 4, 10
1, 6, 0
0, 4, 5
6, 8, 3
5, 0, 10
7, 4, 1
0, 9, 11
4, 6, 3
3, 0, 12
9, 1, 6
2, 0, 8
7, 5, 7
1, 3, 4
3, 1, 5
4, 2, 4
8, 5, 4
4, 9, 3
7, 2, 7
0, 6, 4
0, 2, 12
7, 0, 6
0, 1, 6
2, 3, 9
8, 4, 3
6, 3, 2
7, 6, 7
0, 5, 11
4, 1, 4
1, 2, 2
5, 8, 2
4, 3, 10
1, 9, 2
4, 7, 6
8, 9, 2
9, 0, 8
2, 6, 6
1, 8, 4
5, 7, 6
2, 7, 2
9, 4, 4
4, 5, 4
3, 5, 1
0, 3, 10
5, 3, 6
9, 7, 9
5, 2, 4
1, 7, 5
5, 9, 8
3, 8, 7
3, 9, 1
6, 2, 5
