approaching, opponent, attackcount
2, 9, 10
9, 6, 2
9, 1, 5
2, 1, 9
0, 7, 3
6, 9, 4
8, 4, 7
4, 8, 9
8, 2, 12
5, 4, 6
0, 3, 3
8, 7, 10
8, 1, 7
3, 8, 7
1, 0, 2
5, 9, 4
4, 5, 5
3, 6, 2
4, 3, 4
2, 8, 6
0, 9, 2
8, 0, 12
5, 7, 4
7, 1, 2
3, 2, 9
0, 6, 6
7, 9, 6
2, 4, 12
0, 1, 0
1, 6, 2
4, 7, 6
7, 8, 6
8, 3, 10
4, 0, 6
6, 8, 7
4, 6, 3
1, 3, 3
6, 2, 8
0, 2, 6
1, 5, 2
6, 5, 2
3, 5, 3
3, 4, 5
1, 9, 1
3, 9, 10
0, 8, 6
9, 8, 5
0, 5, 4
2, 6, 8
4, 9, 2
2, 3, 13
5, 1, 2
9, 5, 1
8, 9, 6
0, 4, 2
6, 4, 4
7, 5, 4
1, 8, 5
6, 3, 1
8, 6, 10
2, 5, 10
5, 8, 6
9, 3, 0
6, 0, 5
8, 5, 7
9, 0, 4
4, 2, 4
1, 2, 1
1, 4, 1
2, 0, 10
9, 4, 1
7, 4, 7
5, 6, 3
3, 0, 1
1, 7, 2
7, 6, 5
9, 7, 2
9, 2, 5
7, 2, 10
3, 7, 7
3, 1, 1
4, 1, 6
5, 3, 3
6, 7, 7
5, 2, 4
6, 1, 3
7, 3, 1
7, 0, 5
5, 0, 2
2, 7, 5
