approaching, opponent, attackcount
0, 7, 19
8, 0, 0
3, 6, 3
6, 1, 2
6, 5, 1
4, 3, 0
1, 9, 1
3, 8, 17
7, 3, 1
4, 6, 3
2, 7, 1
6, 7, 15
1, 7, 19
0, 1, 2
4, 7, 16
9, 1, 0
6, 3, 2
2, 9, 0
9, 6, 6
0, 4, 2
7, 5, 0
2, 8, 0
5, 7, 13
0, 8, 19
9, 7, 26
9, 5, 2
1, 6, 1
0, 5, 0
5, 4, 0
8, 1, 1
2, 4, 2
5, 2, 17
7, 8, 1
8, 7, 1
4, 9, 1
5, 6, 2
3, 1, 1
3, 7, 19
1, 2, 10
5, 9, 1
8, 4, 0
7, 2, 1
4, 8, 16
8, 6, 2
2, 0, 1
5, 3, 4
9, 0, 1
1, 5, 4
2, 5, 2
1, 3, 0
3, 4, 2
3, 9, 3
0, 9, 1
5, 0, 1
6, 4, 1
2, 1, 0
7, 1, 1
9, 4, 3
1, 0, 1
7, 0, 0
5, 1, 0
0, 2, 20
3, 5, 6
6, 9, 2
8, 5, 1
6, 0, 0
8, 3, 2
6, 2, 17
4, 2, 19
3, 2, 15
8, 9, 0
0, 6, 1
3, 0, 2
4, 0, 2
7, 9, 0
0, 3, 3
2, 6, 0
9, 8, 15
6, 8, 17
9, 3, 0
8, 2, 0
4, 5, 2
7, 6, 0
5, 8, 12
9, 2, 13
4, 1, 2
1, 4, 4
1, 8, 24
7, 4, 0
2, 3, 0
