approaching, opponent, attackcount
1, 8, 0
7, 0, 1
9, 1, 3
5, 3, 20
5, 8, 3
1, 4, 1
6, 5, 2
2, 4, 1
7, 3, 11
2, 9, 19
9, 4, 0
1, 2, 0
6, 2, 1
3, 7, 0
8, 1, 22
8, 6, 1
0, 5, 1
1, 5, 1
3, 1, 0
9, 5, 0
2, 7, 1
2, 5, 5
2, 1, 16
3, 5, 0
7, 4, 2
7, 2, 2
0, 1, 15
8, 9, 14
1, 9, 1
0, 7, 1
0, 3, 16
7, 9, 18
6, 9, 28
2, 0, 2
4, 3, 18
5, 7, 1
1, 0, 1
9, 6, 0
6, 1, 26
4, 5, 3
9, 8, 0
6, 3, 17
5, 4, 1
6, 4, 1
3, 4, 0
3, 6, 0
4, 6, 1
7, 6, 0
9, 3, 2
8, 2, 3
0, 6, 2
9, 2, 0
5, 1, 18
7, 5, 1
0, 4, 6
0, 9, 16
1, 6, 0
8, 0, 3
2, 3, 16
8, 5, 2
2, 6, 0
4, 9, 12
8, 7, 0
1, 7, 0
5, 0, 1
5, 2, 1
4, 1, 15
7, 8, 2
0, 8, 1
8, 3, 14
0, 2, 1
9, 7, 2
3, 9, 0
7, 1, 15
3, 8, 1
3, 2, 2
3, 0, 0
4, 2, 4
2, 8, 3
8, 4, 2
6, 7, 2
6, 0, 2
5, 9, 16
5, 6, 1
1, 3, 1
4, 8, 2
9, 0, 0
4, 0, 0
6, 8, 3
4, 7, 1
