"","0","1","2","3","4","5","6","7","8","9"
"0",0,4,9,7,5,2,6,4,4,5
"1",5,0,2,8,3,6,3,7,5,5
"2",3,1,0,8,2,9,2,8,3,3
"3",9,1,2,0,5,1,1,11,3,5
"4",9,4,6,7,0,5,1,5,3,3
"5",3,12,9,3,8,0,2,4,4,6
"6",1,6,7,4,3,3,0,5,7,10
"7",6,7,6,10,9,8,8,0,5,4
"8",7,4,2,3,4,9,6,4,0,4
"9",2,8,2,6,7,5,2,3,2,0
